wikidata_id,musicbrainz_id,name,parent_wikidata_id,parent_name,level,children_direct,descendants_total,display_rule,epoch_year,origin,bpm_min,bpm_max,parent_choice,wikidata_parents_raw,wikipedia_links
Q135437342,ba7ff630-3168-4b9e-9d05-094943af8d50,microfunk,Q106404300,minimal drum and bass,7,0,0,ring,2008,Russia,,,single,minimal drum and bass,0
Q135553474,a0dd9bdd-ee29-4b68-8a4d-f6f308074538,autonomic,Q106404300,minimal drum and bass,7,0,0,ring,,,,,single,minimal drum and bass,0
Q107010574,c37219bd-6d4d-464a-accb-fe70c767dcb7,halftime,Q188994,drum and bass,6,0,0,ring,2011,,,,single,drum and bass,0
Q111804002,dd674bd2-6bff-4d94-8aa2-8f6d30fdfcd2,deep drum and bass,Q188994,drum and bass,6,0,0,ring,,,,,single,drum and bass,0
Q4181927,995834dd-a1a0-4514-ae51-8af2be62f1d1,technoid,Q188994,drum and bass,6,0,0,ring,,,,,single,drum and bass,3
Q11693017,74e08062-3737-4744-9177-873d8c1eb6ac,darkcore,Q1585075,breakbeat hardcore,4,0,0,ring,1992,United Kingdom,,,single,breakbeat hardcore,10
Q4177625,6573896e-5e5e-48d9-b030-4cf95e7ac861,hardcore breaks,Q1585075,breakbeat hardcore,4,0,0,ring,2000,,,,single,breakbeat hardcore,2
Q140528499,4baf9f91-5d11-48cc-b1ca-735bdd3683d8,jungle techno,Q1585075,breakbeat hardcore,4,0,0,ring,,,,,single,breakbeat hardcore,0
Q1191299,e4ba3fa5-5256-4f87-981a-1239e05acab0,industrial hardcore,Q388906,hardcore,3,0,0,ring,1990,,,,single,hardcore | post-industrial music,8
Q341396,4bcbf8f0-e8bc-403c-93d4-cf2b4385cecd,acidcore,Q388906,hardcore,3,0,0,ring,1991,Belgium · Netherlands,,,single,acid | hardcore,3
Q56580,6d12e828-40a5-4ebc-a5b0-aa5506e2efd0,digital hardcore,Q388906,hardcore,3,0,0,ring,1992,Germany,,,single,hardcore | punk music,16
Q820049,2f2118d7-315b-4241-bf40-d5d6ca11348d,gabber,Q388906,hardcore,3,1,1,ring,1992,Netherlands,,,single,hardcore,25
Q1983750,5b4f9d07-d830-4ee6-8cbb-7e0dccfb7eb0,mainstream hardcore,Q820049,gabber,4,0,0,ring,1996,,,,single,gabber | hard dance,9
Q339906,bd477a3e-9235-4597-9ce5-3caa994baef7,happy hardcore,Q388906,hardcore,3,2,3,ring,1992,Germany · Netherlands · United Kingdom,,,single,hardcore,26
Q3066180,6804f401-50a8-4e7a-9094-278c80c2ebed,bouncy techno,Q339906,happy hardcore,4,0,0,ring,1992,Scotland · United Kingdom,,,auto,happy hardcore | rave music,5
Q2374619,45cac621-cb2d-49a9-90b8-0472b8fbd864,UK hardcore,Q339906,happy hardcore,4,1,1,ring,1993,United Kingdom,,,single,happy hardcore | hard dance,8
Q117750973,c10156a4-aa7c-4e81-b520-9b3ce13f2cd1,powerstomp,Q2374619,UK hardcore,5,0,0,ring,,,,,single,UK hardcore,0
Q1242484,4bd9ad1b-ed76-4c68-a1ca-bf6025d675fb,doomcore,Q388906,hardcore,3,0,0,ring,1993,,,,single,hardcore,4
Q903735,8aad8a03-be38-48e4-aa43-5ca0f826c569,breakcore,Q388906,hardcore,3,3,3,ring,1994,Germany · Netherlands · United Kingdom,,,single,hardcore,24
Q1275972,41603984-87fd-47e7-ad57-64839a277c55,raggacore,Q903735,breakcore,4,0,0,ring,1998,,,,single,breakcore,7
Q109322851,a3e44ca3-7e7c-48fb-bd92-965fe144aabc,mashcore,Q903735,breakcore,4,0,0,ring,2003,,,,single,breakcore,0
Q5978495,73c6290f-e5fb-4e92-889a-5de98ac2a73f,lolicore,Q903735,breakcore,4,0,0,ring,2004,,,,single,breakcore,3
Q848457,03544ca7-48ef-449b-abed-67aebdcd8120,speedcore,Q388906,hardcore,3,2,2,ring,1994,,,,single,hardcore,23
Q3062629,6d588e79-30b0-4f8c-9924-d4a951d60aef,extratone,Q848457,speedcore,4,0,0,ring,2006,,,,single,speedcore,4
Q11312853,dfef6183-73cc-4ff1-a78c-6200a57c21c7,splittercore,Q848457,speedcore,4,0,0,ring,2007,,,,single,speedcore,2
Q2181965,0d7ed299-9a8b-4819-ba00-9a188a8f57e8,freeform hardcore,Q388906,hardcore,3,0,0,ring,1995,United Kingdom,,,single,hardcore,7
Q1265050,8a757534-0928-434c-accd-6be5517c1af3,terrorcore,Q388906,hardcore,3,0,0,ring,1995,Netherlands,,,single,hardcore,12
Q1455487,f372ab9d-3ea6-4975-93d2-a91c421b29a7,Frenchcore,Q388906,hardcore,3,0,0,ring,1997,France,,,single,hardcore,14
Q106594174,a0b5aaea-8535-4869-a6be-5dd57c9eaadc,uptempo hardcore,Q388906,hardcore,3,0,0,ring,2008,,,,single,hard dance | hardcore,2
Q125854043,7d22c459-5f2e-4443-b383-518c03aa990c,amigacore,Q388906,hardcore,3,0,0,ring,,,,,auto,hardcore | tracker music,0
Q123543092,011feba0-d7a5-4441-bb28-5ce3b16aaa11,darkcore,Q388906,hardcore,3,0,0,ring,,Netherlands,,,single,hardcore,1
Q122839839,3cc5d085-84ce-4e62-8cd0-392163a34cb1,deathchant hardcore,Q388906,hardcore,3,0,0,ring,,,,,single,hardcore,0
Q136696186,17fa1ba8-3731-46d6-8467-df41dfdd5cf8,frapcore,Q388906,hardcore,3,0,0,ring,,,,,single,hardcore,0
Q140716476,daf32434-30c9-4f25-8e5e-5f434dfe2016,hard renaissance,Q388906,hardcore,3,0,0,ring,,,,,auto,Japanese artcore | hardcore,0
Q3098078,aa068134-d667-4f9b-a7a2-07a5fafe51c1,J-core,Q388906,hardcore,3,1,1,ring,,Japan,,,single,Dōjin music | hardcore,10
Q113621229,ce119355-b6b5-40eb-adad-538a1f6a6ad4,future core,Q3098078,J-core,4,0,0,ring,,,,,auto,J-core | UK hardcore | kawaii future bass,0
Q30902501,d8cd64c6-5b28-47e1-a9a2-8766c5388a2a,tecnorumba,Q851213,electronic dance music,2,0,0,ring,1989,Spain,,,single,dance-pop | electronic dance music | music of Spain,2
Q108297187,6f5d9680-2932-4901-b88b-60c2e7e3f814,balani show,Q851213,electronic dance music,2,0,0,ring,1990,,,,single,electronic dance music | music of West Africa,1
Q22909461,b3d3eddf-092e-482c-8d77-63dee15ad982,toytown techno,Q851213,electronic dance music,2,0,0,ring,1990,,,,single,electronic dance music,3
Q660984,8eb583f1-4fd7-460c-8246-dcdccc0e3ef9,intelligent dance music,Q851213,electronic dance music,2,1,1,ring,1992,United Kingdom,,,single,electronic dance music,31
Q1259016,6732427a-0d04-4a15-b9e5-b4b5b9532f8f,drill and bass,Q660984,intelligent dance music,3,0,0,ring,1995,,,,single,intelligent dance music,13
Q2406633,cf9daa9d-74e2-4eff-b0eb-7269bbca6501,broken beat,Q851213,electronic dance music,2,0,0,ring,1993,United Kingdom,,,auto,electronic dance music | electronica,7
Q4045538,351424dd-91a3-4cf2-9edb-5df647743ec0,nu-disco,Q851213,electronic dance music,2,0,0,ring,1993,,,,single,disco | electronic dance music,17
Q1165777,95c57cd7-7fb8-4405-ade1-775c2d27e54e,UK garage,Q851213,electronic dance music,2,6,6,ring,1993,United Kingdom,,,single,electronic dance music,28
Q780517,59c7776f-fd87-4cfb-a7a5-9fe66ec02b1b,speed garage,Q1165777,UK garage,3,0,0,ring,1994,United Kingdom,,,auto,UK garage | house music,11
Q1751409,db325bd7-ae64-40bd-966a-a3af3cef8bb9,2-step garage,Q1165777,UK garage,3,0,0,ring,1998,United Kingdom,,,single,UK garage,13
Q1987980,e98e563c-afaa-4e38-9fc8-c46a35c98b9d,breakstep,Q1165777,UK garage,3,0,0,ring,1998,United Kingdom,,,single,UK garage,7
Q4846346,8ae6fbbe-2dd0-432e-a176-6678f48dffb4,bassline,Q1165777,UK garage,3,0,0,ring,1999,,,,single,UK garage | bass music (EDM),11
Q5510816,ad6d7f8d-2224-4708-8a00-0fdd838d4676,future garage,Q1165777,UK garage,3,0,0,ring,2005,United Kingdom,,,single,UK garage,7
Q139488139,77aa0d65-8295-469c-a428-92c9055c6ea3,dark garage,Q1165777,UK garage,3,0,0,ring,,,,,single,UK garage,0
Q602561,9b1af4d0-2196-43d4-bbca-845a2e02d962,electro swing,Q851213,electronic dance music,2,0,0,ring,1994,,,,single,electronic dance music,19
Q106520965,f6412203-84a7-45db-9245-c4d57c36515c,nerdcore techno,Q851213,electronic dance music,2,0,0,ring,1994,,,,single,electronic dance music,0
Q106876075,d58c4439-f191-4344-80b9-f8887db4485f,bubbling,Q851213,electronic dance music,2,0,0,ring,1995,Dutch Caribbean,,,single,dancehall | electronic dance music,2
Q861823,cae57e98-c939-4b0e-ae49-8e0cb1bdc91d,electroclash,Q851213,electronic dance music,2,0,0,ring,1995,,,,single,electronic dance music,26
Q5466607,405b97cf-e1d9-48aa-97cd-53212730589c,footwork,Q851213,electronic dance music,2,1,1,ring,1997,United States,,,single,bass music (EDM),9
Q110967939,a5b58e91-7764-4aa5-9609-4ce61cd0ddfd,footwork jungle,Q5466607,footwork,3,0,0,ring,2011,,,,auto,drum and bass | footwork,0
Q223840,4a74a604-f702-424c-984f-93c5b04360ea,hardstyle,Q851213,electronic dance music,2,6,8,ring,1998,Europe,,,single,hard dance,35
Q108297238,be5b703a-2544-4df4-b5d9-1c5c3a8d8edb,euphoric hardstyle,Q223840,hardstyle,3,0,0,ring,2008,,,,single,hardstyle,0
Q21000514,0b81f6b8-dfa3-41c8-9e3f-a21ad44e1011,rawstyle,Q223840,hardstyle,3,2,2,ring,2008,,,,single,hardstyle,3
Q114594005,f550f264-0683-4999-b99d-5dfc67b7adff,rawphoric,Q21000514,rawstyle,4,0,0,ring,2016,,,,single,rawstyle,0
Q139567721,dbfb70cb-c515-4c6a-be5e-90658444b102,xtra raw,Q21000514,rawstyle,4,0,0,ring,,,,,single,rawstyle,0
Q2428625,1954b2c1-2a6c-4d3c-8256-ae0343c1b7ba,dubstyle,Q223840,hardstyle,3,0,0,ring,2010,United Kingdom,,,single,hardstyle,2
Q114743580,9a6666cb-9816-4ab4-acf6-0e91030339be,psystyle,Q223840,hardstyle,3,0,0,ring,2015,,,,single,hardstyle,0
Q2611143,e967b751-d919-445d-93f7-2902168cbe31,early hardstyle,Q223840,hardstyle,3,0,0,ring,,,,,single,hardstyle,1
Q136206123,573829f4-9caf-456e-a383-33fda8aa5d9a,nustyle,Q223840,hardstyle,3,0,0,ring,,,,,single,hardstyle,0
Q11332204,c81d4b3d-e4cd-426c-b5c9-b175d81f81aa,funkot,Q851213,electronic dance music,2,0,0,ring,1999,,,,single,electronic dance music,4
Q1191544,8134acbd-8822-4042-8e17-276599a3a843,kuduro,Q851213,electronic dance music,2,1,1,ring,1999,Angola,,,single,electronic dance music | music of Central Africa,18
Q108297194,9889899e-cd71-49cd-aa54-b908084345a2,batida,Q1191544,kuduro,3,0,0,ring,1980,,,,single,kuduro,0
Q1243254,8d4fc5b0-f1b2-4784-9db8-cc37bb7a151a,lento violento,Q851213,electronic dance music,2,0,0,ring,1999,Italy,,,single,hard dance,10
Q382343,d41531c8-99c2-4c3c-981d-4ee22ddb9a6f,Nortec,Q851213,electronic dance music,2,0,0,ring,1999,,,,single,electronic dance music,5
Q513357,9d966bd4-89d5-4d6a-a408-eeb8c300c426,coupé-décalé,Q851213,electronic dance music,2,0,0,ring,2000,France,,,single,electronic dance music | zouglou,9
Q362515,b4d22964-4640-474e-a86a-0bdac986ca87,electrotango,Q851213,electronic dance music,2,0,0,ring,2000,,,,single,electronic dance music,7
Q7844612,7d0d95f7-eb36-4ec9-9492-0c0d51a6c2b8,tribal guarachero,Q851213,electronic dance music,2,0,0,ring,2000,,,,single,Latin electronic music | electronic dance music,3
Q20474,1b50083b-1afa-4778-82c8-548b309af783,dubstep,Q851213,electronic dance music,2,6,15,ring,2001,United Kingdom,,,single,bass music (EDM),50
Q109335331,f7156de7-0602-4f5c-ac72-284119e85dad,dungeon sound,Q20474,dubstep,3,0,0,ring,2006,,,,single,dubstep,0
Q118798959,d861508b-f667-49bf-abaf-02d1587ec902,tearout dubstep,Q20474,dubstep,3,0,0,ring,2006,,,,single,dubstep,0
Q20903,1dfc0cd3-bf39-4240-9265-96ced154425a,brostep,Q20474,dubstep,3,6,9,ring,2007,United States,,,single,dubstep,8
Q24876318,685717fe-3d0d-4d99-a4bf-1b9d89112de2,drumstep,Q20903,brostep,4,0,0,ring,2007,,,,auto,brostep | drum and bass,2
Q106528420,bd728f00-d740-463c-a420-4f05917beb79,deathstep,Q20903,brostep,4,1,1,ring,2010,,,,single,brostep,0
Q109713720,81003386-f8ee-4c22-af5d-ae3514afbc8b,minatory,Q106528420,deathstep,5,0,0,ring,2015,,,,single,deathstep,0
Q65065491,e07f0fb2-8a7d-4436-8745-b8d26f9a2d6f,riddim,Q20903,brostep,4,2,2,ring,2010,England,,,single,brostep | dubstep,4
Q115690999,c2cab551-1017-4ace-8ad0-f36b7c089875,future riddim,Q65065491,riddim,5,0,0,ring,2019,,,,single,riddim,0
Q136539124,9fa9b59a-43cd-42d5-bdc5-af4be786d9b3,liquid riddim,Q65065491,riddim,5,0,0,ring,,,,,single,riddim,0
Q108197774,6352a404-ef81-4b5a-afad-299606027903,colour bass,Q20903,brostep,4,0,0,ring,2014,,,,single,brostep,1
Q119259589,bf44ad8f-47be-4bcc-b577-ba2268160cd1,tearout brostep,Q20903,brostep,4,0,0,ring,2015,,,,single,brostep,0
Q123421084,700eb336-affc-4151-849f-749ecb8e4411,briddim,Q20903,brostep,4,0,0,ring,,,,,single,brostep,0
Q98528158,c2d62074-781e-4e00-8c80-4be8147a7d4a,purple sound,Q20474,dubstep,3,0,0,ring,2007,,,,single,dubstep,0
Q2963621,5bc51167-b526-4c78-948b-6e4b3f003b75,chillstep,Q20474,dubstep,3,0,0,ring,2009,,,,single,dubstep,5
Q106404229,3b3a9490-18bf-437b-970a-cb4b31bd4099,melodic dubstep,Q20474,dubstep,3,0,0,ring,2010,,,,single,dubstep,0
Q1166726,51cfaac4-6696-480b-8f1b-27cfc789109c,grime,Q851213,electronic dance music,2,2,2,ring,2001,United Kingdom,,,single,electronic dance music | rapping,33
Q106654239,1a13716e-77cd-4bb3-a0e1-1832a53b1a1b,weightless,Q1166726,grime,3,0,0,ring,2011,,,,single,grime,0
Q123009321,96fc9d7f-0406-4575-ab4d-37f705b1097d,neo-grime,Q1166726,grime,3,0,0,ring,,,,,auto,grime | wave,0
Q4965901,526c7a1e-d9da-4050-a567-be44c3cf1066,Jersey club,Q851213,electronic dance music,2,0,0,ring,2002,United States,,,single,East Coast club,11
Q111442385,a9207ed8-8173-420d-a8d7-5add746d7304,Japanese artcore,Q851213,electronic dance music,2,0,0,ring,2003,,,,single,electronic dance music,2
Q888137,f3bab7c4-d649-4738-8a9a-d3874650c485,skweee,Q851213,electronic dance music,2,0,0,ring,2005,Finland · Sweden,,,single,electronic dance music,10
Q140369806,0e03f72d-0423-4ed1-ab6c-51d5fa3e1bcd,outrun,Q851213,electronic dance music,2,0,0,ring,2006,,,,auto,electronic dance music | synthwave,0
Q9364028,31ec78f2-15c9-464b-a9e4-19e531028544,UK funky,Q851213,electronic dance music,2,0,0,ring,2006,,,,single,electronic dance music,7
Q1136045,449e7cdf-0d7e-46aa-852d-96d81078abf3,wonky,Q851213,electronic dance music,2,1,1,ring,2006,,,,single,electronic dance music,6
Q123922710,b50429c4-e790-4689-a5be-12b9591f51d0,aquacrunk,Q1136045,wonky,3,0,0,ring,,,,,single,wonky,0
Q106514601,31880ede-b5a4-48c0-b15a-dddc030d25c2,glitch hop (EDM),Q851213,electronic dance music,2,2,2,ring,2007,,,,single,electronic dance music,0
Q18432631,669f7533-2739-48a7-a46c-d67bf3295dd5,neurohop,Q106514601,glitch hop (EDM),3,0,0,ring,2009,,,,single,glitch hop (EDM),1
Q120715859,beec7d20-9f7b-4a7b-a68b-e924d4d21971,ghetto funk,Q106514601,glitch hop (EDM),3,0,0,ring,,,,,single,glitch hop (EDM),0
Q106594102,c03e5faa-1ec3-463d-95d5-96a550189510,Philly club,Q851213,electronic dance music,2,0,0,ring,2007,,,,single,East Coast club,0
Q17146868,5a26133b-487a-4698-82b8-19c0efb827a3,shangaan electro,Q851213,electronic dance music,2,0,0,ring,2007,South Africa,,,single,electronic dance music,2
Q19358266,904c0b6b-8008-4feb-9410-4ed61c7ce07a,electro latino,Q851213,electronic dance music,2,0,0,ring,2008,,,,single,Latin electronic music | electronic dance music | electronic pop,1
Q100922002,7321525e-30a2-441e-aeb1-549f47f6a26f,budots,Q851213,electronic dance music,2,0,0,ring,2009,,,,single,electronic dance music,4
Q96376113,5a291744-e683-49bb-883e-bf978f235b6b,deconstructed club,Q851213,electronic dance music,2,0,0,ring,2010,,,,auto,experimental club music,3
Q47781397,a21ea484-efba-4119-8120-429b26f98728,EDM trap music,Q851213,electronic dance music,2,5,5,ring,2010,,,,single,bass music (EDM),7
Q111628716,aa8c93b7-2ac1-4776-8a11-92c257de53d8,festival trap,Q47781397,EDM trap music,3,0,0,ring,2012,,,,single,EDM trap music,1
Q107407607,b4c47b4e-20a2-49e3-baa4-2dd94f8b1d5d,hard trap,Q47781397,EDM trap music,3,0,0,ring,2012,,,,single,EDM trap music,0
Q111653578,93dbdf64-39ab-4956-9f4c-550692d2cc2b,hybrid trap,Q47781397,EDM trap music,3,0,0,ring,2012,,,,single,EDM trap music,1
Q109753757,6018aa23-b08d-49f9-86c7-0c6f21a0766e,twerk,Q47781397,EDM trap music,3,0,0,ring,2012,,,,single,EDM trap music,0
Q111971785,8715373e-6dc4-4a9a-91db-9123134c96d9,heaven trap,Q47781397,EDM trap music,3,0,0,ring,2014,,,,single,EDM trap music,0
Q22908553,e254f865-58ea-4483-9b2f-1bc65febcd71,future bass,Q851213,electronic dance music,2,1,1,ring,2010,,,,single,bass music (EDM),19
Q106577542,35f85622-978c-4bf4-b5e4-722394d474f1,kawaii future bass,Q22908553,future bass,3,0,0,ring,2013,,,,single,future bass,0
Q6907397,32c42c46-0acc-4d7d-a7f0-23ce2afab5c7,moombahcore,Q851213,electronic dance music,2,0,0,ring,2010,,,,single,bass music (EDM),5
Q21092,ce92d27c-2d7a-439e-8182-e4ccdeee522a,moombahton,Q851213,electronic dance music,2,0,0,ring,2010,Netherlands · United Kingdom · United States,,,single,electronic dance music,19
Q106591506,a969d92f-cd87-4a30-820a-e3c6405595de,bubblegum bass,Q851213,electronic dance music,2,0,0,ring,2011,,,,single,bass music (EDM),1
Q31836693,0ed0c455-55ef-4acd-8a9e-d3350fbcb3c2,jungle terror,Q851213,electronic dance music,2,0,0,ring,2011,Netherlands,,,single,bass music (EDM),2
Q106477753,dc54ca20-4fd0-44bb-ac2c-0a004234ecc0,midtempo bass,Q851213,electronic dance music,2,0,0,ring,2011,,,,single,bass music (EDM),2
Q106576261,b3a324c9-151e-484c-af70-aa1cd7be9518,bérite club,Q851213,electronic dance music,2,0,0,ring,2012,,,,single,ghetto club,0
Q109873537,cbea6078-eff4-42e9-ad94-8a1a049ca5c5,dark disco,Q851213,electronic dance music,2,0,0,ring,2013,,,,single,electronic dance music,0
Q108297243,7025a3b9-0f54-47dd-b310-f89cb7b7181e,flex dance music,Q851213,electronic dance music,2,0,0,ring,2014,,,,single,dancehall | electronic dance music,0
Q135493744,2fa3bd85-9165-4773-b807-5ea5937cbee0,melodic bass,Q851213,electronic dance music,2,0,0,ring,2014,,,,single,bass music (EDM),0
Q107697201,10a1ea21-63b0-42d3-b72d-551a5bf9100e,hard drum,Q851213,electronic dance music,2,0,0,ring,2015,,,,single,electronic dance music,0
Q30594541,35747abe-46a7-4491-b666-66f10abd5683,hardvapour,Q851213,electronic dance music,2,0,0,ring,2015,,,,single,electronic dance music | vaporwave,5
Q65330805,78aa8c4a-4846-43ed-a34e-cea07d1f556c,singeli,Q851213,electronic dance music,2,0,0,ring,2015,,,,single,electronic dance music | music of Tanzania,3
Q106388388,f9d29130-733d-443d-bb80-636701762220,hardwave,Q851213,electronic dance music,2,0,0,ring,2017,,,,auto,bass music (EDM) | wave,2
Q117198196,6abf434f-9122-4150-a21c-cb87d67df462,cruise,Q851213,electronic dance music,2,0,0,ring,2019,Nigeria,,,single,electronic dance music | music of Nigeria,0
Q101109587,8a5393de-f9eb-41ca-beae-03282d4783c7,future rave,Q851213,electronic dance music,2,0,0,ring,2019,,,,single,electronic dance music,4
Q120484427,5ea0841e-dd9b-46cd-85fc-b01373fa7b55,dariacore,Q851213,electronic dance music,2,0,0,ring,2020,,,,single,electronic dance music,3
Q65937774,63eddc75-dbad-4a05-a365-e30d1e87bca8,breaks,Q851213,electronic dance music,2,0,0,ring,,,,,single,electronic dance music,0
Q140221083,e9a374e9-aef9-4714-9146-ade77640de5d,hardtekk,Q851213,electronic dance music,2,0,0,ring,,,,,single,electronic dance music,0
Q126335126,b931157c-80f7-42bb-b16d-24245fb4fe58,hypertechno,Q851213,electronic dance music,2,0,0,ring,,,,,single,electronic dance music,0
Q389631,22253c29-0e14-4463-915e-1e563de4efe1,jumpstyle,Q851213,electronic dance music,2,0,0,ring,,,,,single,hard dance,28
Q131529620,fb2853d4-76fa-4c75-83f0-970894e342e5,krushclub,Q851213,electronic dance music,2,0,0,ring,,,,,auto,HexD | electronic dance music,1
Q139567714,12730f8b-8c9b-41be-98a4-23cf8882d26f,neo rave,Q851213,electronic dance music,2,0,0,ring,,,,,single,hard dance,0
Q122932896,92cc82a2-5193-4056-ac1c-dcb74db3efa5,ori deck,Q851213,electronic dance music,2,0,0,ring,,,,,single,electronic dance music | music of Tahiti,0
Q114443489,34dd0158-f504-499b-be6e-7e38ae35bb83,partyschlager,Q851213,electronic dance music,2,0,0,ring,,,,,single,electronic dance music | schlager music,2
Q106130091,be85b02a-9cb7-47c8-a6c6-a214dde4b2b7,post-dubstep,Q851213,electronic dance music,2,0,0,ring,,United Kingdom,,,single,electronic dance music,2
Q898709,660e755a-1b66-440b-9b7c-fbcf245f4415,rave music,Q851213,electronic dance music,2,2,4,ring,,Detroit,,,single,electronic dance music,9
Q113600471,cb27e80f-44d6-478c-b30c-59dddbfa73fa,hardtek,Q898709,rave music,3,2,2,ring,2005,,,,single,hard dance | rave music,0
Q137442001,156557a7-d3fe-4dfc-9129-256b3237cfa4,pumpcore,Q113600471,hardtek,4,0,0,ring,,,,,single,hardtek,0
Q117405746,e3563a72-1bcc-445e-ac7d-84ca1a47d290,raggatek,Q113600471,hardtek,4,0,0,ring,,,,,single,hardtek,0
Q116952929,5ec5840c-60fd-47da-b651-9bb1c554701f,hyper techno,Q898709,rave music,3,0,0,ring,,Japan,,,single,rave music,0
Q134380635,5338769c-f422-4222-bfc3-b5d84d197d73,slimepunk,Q851213,electronic dance music,2,0,0,ring,,,,,single,electronic dance music,0
Q6865341,556be6ff-df60-4bb1-bd88-3ec7c69dfa28,minimal wave,Q9778,electronic music,1,1,1,ring,1977,,,,single,minimal electronic music,5
Q98528171,ada97e23-fc67-462e-ae4f-dc24a93d723a,minimal synth,Q6865341,minimal wave,2,0,0,ring,1977,,,,single,minimal wave,0
Q188450,3f3388b4-e36a-4bf8-a0be-66b10d92aaa4,electropop,Q9778,electronic music,1,0,0,ring,1978,United Kingdom,,,single,electronic pop,35
Q98528139,94bd08a1-367d-49ad-a9f5-6db1c08f196a,tribal ambient,Q9778,electronic music,1,0,0,ring,1978,,,,single,ambient music | tribal music,0
Q106422444,50a99000-1e63-444e-8624-7c45fb517d9d,bit music,Q9778,electronic music,1,7,7,ring,1979,,,,single,electronic music,0
Q135637,103a65bb-35d9-4d27-9c9b-f35a458621ba,chiptune,Q106422444,bit music,2,0,0,ring,1978,Japan,,,single,bit music | nerd music,30
Q106424145,0c129160-a881-4313-8d15-335ce650d0da,FM synthesis,Q106422444,bit music,2,0,0,ring,1986,,,,single,bit music | video game music,0
Q773880,c4c55689-2b92-430e-811c-1e8c0ff5c6fb,bitpop,Q106422444,bit music,2,0,0,ring,1990,Australia · Europe · Japan · United States,,,single,bit music | electronic pop,13
Q22964975,ed4813b3-3187-4319-b458-e3de48de694b,black MIDI,Q106422444,bit music,2,0,0,ring,2009,,,,single,MIDI music,12
Q110942239,4f9d3457-479a-4aa1-8e13-2f7dd5dbac8f,bytebeat,Q106422444,bit music,2,0,0,ring,,,,,single,bit music,0
Q125799361,7a13c4bb-5385-47ee-ba7f-d93755f511a3,demostyle,Q106422444,bit music,2,0,0,ring,,,,,single,tracker music,0
Q140630035,37369d59-6ffd-4c9d-be9f-913cad71f740,dungeon chip,Q106422444,bit music,2,0,0,ring,,,,,single,bit music | dungeon synth,0
Q107985638,a92d5780-7201-4e87-95d3-1967a53133e5,horror synth,Q9778,electronic music,1,0,0,ring,1979,,,,single,synth music,0
Q1403744,6e2e809f-8c54-4e0f-aca0-0642771ab3cf,electro-industrial,Q9778,electronic music,1,1,2,ring,1985,Belgium · Canada · France · Germany,,,single,electronic music | post-industrial music,18
Q4155078,24db3574-7c54-4d9b-b238-8d17eb7e8d63,dark electro,Q1403744,electro-industrial,2,1,1,ring,1989,,,,auto,electro-industrial | electronic body music,6
Q1091450,c844c144-90a8-4288-981e-e38275592688,aggrotech,Q4155078,dark electro,3,0,0,ring,1993,,,,single,dark electro,13
Q817138,53a3cea3-17af-4421-a07a-5824b540aeb5,electronica,Q9778,electronic music,1,7,8,ring,1991,,,,single,electronic music,36
Q106641525,c4496647-f9f9-4b0b-b97f-22ef8f1a432a,Celtic electronica,Q817138,electronica,2,0,0,ring,1987,,,,single,Celtic music | electronica,0
Q3613770,9c143ab1-1506-4134-ba40-1660fbad7f51,ambient dub,Q817138,electronica,2,0,0,ring,1991,,,,auto,chill-out music | dubtronica,4
Q1435509,ec5a14c7-7793-46dc-b858-470183eb63f7,folktronica,Q817138,electronica,2,0,0,ring,1993,United Kingdom,,,single,electronica,23
Q325397,9e7ae1de-d5f2-46a5-b105-11c7367dc70d,indietronica,Q817138,electronica,2,1,1,ring,1993,,,,single,alternative music | electronica | independent music,17
Q106528422,997baf8b-203b-4567-a475-1c1fe348d206,glitch pop,Q325397,indietronica,3,0,0,ring,1993,,,,single,indietronica | pop music,0
Q1136331,848ecccf-e7fa-4439-a8ab-9dd3c31b4cf6,nu jazz,Q817138,electronica,2,0,0,ring,1995,Brazil · Mexico · United Kingdom · United States,,,single,electronica | jazz,24
Q6658771,cf7c6a4f-9e37-4dac-b0b7-fd70fced51a2,livetronica,Q817138,electronica,2,0,0,ring,1997,United States,,,single,electronica | jam band music,2
Q1091056,2fe74485-a939-4aa5-958f-ce09ba16906c,funktronica,Q817138,electronica,2,0,0,ring,2001,,,,single,electronica,6
Q757143,7232e5df-8466-421f-ad5a-ce2048e5522d,chill-out music,Q9778,electronic music,1,5,6,ring,1992,Europe,,,single,electronic music,29
Q251192,cc38aba3-48ed-439a-83b9-f81a34a66598,downtempo,Q757143,chill-out music,2,1,1,ring,1988,United Kingdom,,,single,chill-out music,30
Q205560,45eb1d9c-588c-4dc8-9394-a14b7c8f02bc,trip hop,Q251192,downtempo,3,0,0,ring,1992,United Kingdom,,,single,downtempo,47
Q4993553,b4b397c1-c3e8-4b8b-af20-be6fdac65994,ambient trance,Q757143,chill-out music,2,0,0,ring,1990,,,,single,chill-out music,3
Q749475,fee8ccf9-8def-4855-9e6a-7d03da945f32,psybient,Q757143,chill-out music,2,0,0,ring,1993,,,,single,chill-out music,12
Q97265899,d92aaf30-5941-4a65-b741-d9d48c80772a,lofi hip-hop,Q757143,chill-out music,2,0,0,ring,2000,,,,single,chill-out music | hip-hop,10
Q115456684,6af98bb7-9232-48a7-b559-5f27dcbff3c2,barber beats,Q757143,chill-out music,2,0,0,ring,,,,,single,chill-out music | vaporwave,1
