wikidata_id,name,parent,group
Q65936391,acoustic rock,rock music,"FOLK, COUNTRY & ACOUSTIC"
Q613408,country rock,rock music,"FOLK, COUNTRY & ACOUSTIC"
Q186472,folk rock,rock music,"FOLK, COUNTRY & ACOUSTIC"
Q1929352,roots rock,rock music,"FOLK, COUNTRY & ACOUSTIC"
Q2281409,dance-rock,rock music,FUSIONS
Q325504,electronic rock,rock music,FUSIONS
Q835891,funk rock,rock music,FUSIONS
Q944465,jazz rock,rock music,FUSIONS
Q877693,rap rock,rock music,FUSIONS
Q7308175,reggae rock,rock music,FUSIONS
Q379033,arena rock,rock music,HARD & ARENA ROCK
Q56351111,classic rock,rock music,HARD & ARENA ROCK
Q76092,glam rock,rock music,HARD & ARENA ROCK
Q83270,hard rock,rock music,HARD & ARENA ROCK
Q2526653,mainstream rock,rock music,HARD & ARENA ROCK
Q753520,Christian rock,rock music,"POP, NEW WAVE & ALTERNATIVE"
Q11366,alternative rock,rock music,"POP, NEW WAVE & ALTERNATIVE"
Q1391336,comedy rock,rock music,"POP, NEW WAVE & ALTERNATIVE"
Q187760,new wave,rock music,"POP, NEW WAVE & ALTERNATIVE"
Q484641,pop rock,rock music,"POP, NEW WAVE & ALTERNATIVE"
Q49451,progressive rock,rock music,PROGRESSIVE & THEATRICAL
Q7354827,rock musical,rock music,PROGRESSIVE & THEATRICAL
Q253137,rock opera,rock music,PROGRESSIVE & THEATRICAL
Q719927,symphonic rock,rock music,PROGRESSIVE & THEATRICAL
Q217467,art rock,rock music,PSYCHEDELIC & ART ROCK
Q1641839,experimental rock,rock music,PSYCHEDELIC & ART ROCK
Q1132152,math rock,rock music,PSYCHEDELIC & ART ROCK
Q206159,psychedelic rock,rock music,PSYCHEDELIC & ART ROCK
Q106654134,zolo,rock music,PSYCHEDELIC & ART ROCK
Q211573,garage rock,rock music,ROCK AND ROLL ERA
Q1650296,instrumental rock,rock music,ROCK AND ROLL ERA
Q98528293,mod,rock music,ROCK AND ROLL ERA
Q7749,rock and roll,rock music,ROCK AND ROLL ERA
Q220830,surf music,rock music,ROCK AND ROLL ERA
Q3606268,Afro-rock,rock music,SCENES AROUND THE WORLD
Q483740,Anatolian rock,rock music,SCENES AROUND THE WORLD
Q185162,Latin rock,rock music,SCENES AROUND THE WORLD
Q13060093,Sufi rock,rock music,SCENES AROUND THE WORLD
Q145980,Zamrock,rock music,SCENES AROUND THE WORLD
Q6110311,flamenco rock,rock music,SCENES AROUND THE WORLD
Q6453929,könsrock,rock music,SCENES AROUND THE WORLD
Q9261178,miejski folk,rock music,SCENES AROUND THE WORLD
Q107267446,rock andino,rock music,SCENES AROUND THE WORLD
