wikidata_id,name,kind,start,country,image,sitelinks
Q371,!!!,group,1996,United States,Chk Chk Chk - Heaven 14th October 2022 (1).jpg,29
Q8349,"""Weird Al"" Yankovic",person,1976,United States,AlYankovicByKristineSlipson.jpg,93
Q30196568,$uicideboy$,group,2014,United States,$uicideboy$.png,19
Q67556784,100 gecs,group,2015,United States,"100 Gecs @ 930 Club, 10-29-2021.jpg",14
Q169145,10cc,group,1972,United Kingdom,10cc2010.jpg,33
Q197230,16 Horsepower,group,1992,United States,Edwardsgit.jpg,13
Q905073,175R,group,1998,,,5
Q51120186,1788-L,person,2018,,,2
Q2810568,187 Lockdown,group,,United Kingdom,,3
Q222856,2 Live Crew,group,1982,United States,,17
Q222900,2 Unlimited,group,1991,Netherlands,2U Live Photo NEWCUT.jpg,34
Q25095399,21 Savage,person,2013,United Kingdom,21 Savage 2018.jpg,42
Q85014708,22Gz,person,2015,United States,22gz 2017 mugshot.webp,6
Q924413,24-7 Spyz,group,1986,United States,,4
Q222021,2Baba,person,1994,Nigeria,2face Idibia.png,22
Q222918,2nd Chapter of Acts,group,1973,United States,2nd-Chapter-of-Acts.jpg,6
Q175097,3 Doors Down,group,1996,United States,3 Doors Down on Walmart Soundcheck (5913144312).jpg,43
Q1970451,3 Steps Ahead,person,1994,Kingdom of the Netherlands,,9
Q222978,3+2,group,2006,Belarus,3+2 belarus band.jpg,33
Q224565,311,group,1988,United States,311 Austin.jpg,19
Q4636221,3Ball MTY,group,2009,Monterrey,3BALLMTY in 2014.jpg,4
Q229496,3OH!3,group,2004,United States,3OH!3 at Bamboozle Left 2008.jpg,27
Q95694810,42 Dugg,person,2017,United States,42 Dugg.png,9
Q2262336,45 Grave,group,1979,United States,Dinah Cancer 45 Grave Blue Cafe Long Beach 4.jpg,9
Q238051,49ers,group,1988,Italy,,7
Q924606,4hero,group,1989,United Kingdom,Marc Mac from 4hero.jpg,9
Q6060,50 Cent,person,1996,United States,"Curtis ""50 Cent"" Jackson visits Barksdale AFB (5) (cropped).jpg",111
Q27886640,6lack,person,2011,United States,6LACK.jpg,22
Q270055,7 Year Bitch,group,1990,United States,7ybpromophoto.jpg,12
Q271283,808 State,group,1987,United Kingdom,Graham Massey 2 - MTFCentral Hack Camp (2015-09-19 21.34.45 by Music Tech Fest).jpg,21
Q1360723,8Ball & MJG,group,1991,United States,,13
Q107016906,95 South,group,,,,2
Q596117,:wumpscut:,group,1991,Germany,,14
Q1887722,? and the Mysterians,group,1962,United States,,14
Q300348,A Certain Ratio,group,1977,United Kingdom,ACertainRatio2023.jpg,14
Q300386,A Day to Remember,group,2003,United States,Peace and Love A Day to Remember 1.JPG,25
Q300406,A Filetta,group,1978,France,Sidi Larbi Cherkaoui et A Filetta.JPG,12
Q300430,A Guy Called Gerald,person,1967,United Kingdom,"A Guy Called Gerald (2014, cropped).jpg",14
Q4657762,A Lighter Shade of Brown,group,1990,United States,,2
Q4657951,A Lot Like Birds,group,2009,United States,,3
Q300558,A Skylit Drive,group,2005,United States,Askylitdrivelive.JPG,9
Q1873785,A Split-Second,group,1986,Belgium,A Split Second.jpg,5
Q300602,A Tribe Called Quest,group,1985,United States,Tribe 2009.jpg,35
Q4660666,A Winged Victory for the Sullen,group,,,A Winged Victory for the Sullen.JPG,2
Q129910,A$AP Rocky,person,2007,United States,A$AP Rocky at the 2025 Cannes Film Festival (cropped).jpg,50
Q713461,A-Mei,person,1996,Taiwan,A-Mei World Tour in Taipei Arena 20100319 (cropped).jpg,23
Q18763975,A. G. Cook,person,2011,United Kingdom,A. G. Cook.jpg,14
Q4472054,A. L. Lloyd,person,1982,United Kingdom,,6
Q3608937,A. Rafiq,person,1960,Indonesia,A. Rafiq.jpg,6
Q19804505,A. Ramlie,person,1960,Singapore,,1
Q11617,Aaliyah,person,1989,United States,Aaliyah-02.jpg,76
Q192185,Aaron Copland,person,1900,United States,Aaron Copland in 1962.jpg,61
Q18233,ABBA,group,1970,Sweden,ABBA - TopPop 1974 5.png,162
Q2821003,Abdelaziz Stati,person,1961,Morocco,Stati-Fest Dakhla 2009 (cropped).JPG,7
Q2821120,Abdelkrim Rais,person,1945,Morocco,عبد الكريم الرايس.jpg,4
Q317677,Abdullah Ibrahim,person,1934,South Africa,Abdullah Ibrahim Oslo Jazzfestival (191335) (cropped).jpg,30
Q2537790,Abida Parveen,person,1973,Pakistan,Abida Parveen concert 1.jpg,31
Q322569,Abney Park,group,1997,United States,Abneypark2011.jpg,11
Q4668280,Abominable Putridity,group,2003,Russia,,6
Q323187,Above & Beyond,group,2000,United Kingdom,Paavo Siljamaki Tony McGuinness cropped.jpg,26
Q323178,Above the Law,group,1989,United States,,10
Q4033175,Abrasive Wheels,group,1976,United Kingdom,,5
Q331626,Abruptum,group,1989,Sweden,Marduk Paris 21207 11.jpg,15
Q108633063,AC Slater,person,1979,United States,,0
Q27593,AC/DC,group,1973,Australia,AC DC at London's Olympic Stadium.jpg,103
Q25507,Accept,group,1968,Germany,Accept - Elbriot 2022 52.jpg,45
Q151634,Ace of Base,group,1990,Sweden,Ace of Base Members 1992-2007.jpg,53
Q135932234,Ace Ventura,person,1977,,Ace Ventura (Musician).jpg,4
Q639124,Acetone,group,,United States,,3
Q341338,Acid Bath,group,1991,United States,,20
Q341374,Acid King,group,1993,United States,,10
Q1798554,Adam and the Ants,group,1977,United Kingdom,,26
Q261641,Adam Beyer,person,1993,Sweden,Adam Beyer (3559941164).jpg,15
Q4214,Adam de la Halle,person,1237,Kingdom of France,Adam de la halle.jpg,46
Q349406,Adam Freeland,person,1991,United Kingdom,Adam Freeland 2.jpg,8
Q52714628,Adam Jastrzębski,person,1980,Poland,,1
Q2541836,Adaro,person,2008,Kingdom of the Netherlands,Adaro.jpg,5
Q293169,Adeva,person,1988,United States,,7
Q4682418,Adewale Ayuba,person,1983,Nigeria,Adewale Ayuba.JPG,12
Q18539717,Adi de la Vâlcea,person,1973,Romania,,1
Q189544,Adolphe Adam,person,1803,France,Adolphe Adam.jpg,54
Q199666,Adoniran Barbosa,person,1935,Brazil,Adoniran Barbosa 1935.jpg,25
Q3545459,Adrian Minune,person,1989,Romania,Adrian Minune.jpg,13
Q375610,Adriano Correia de Oliveira,person,1942,Portugal,,9
Q60743679,Adriatique,group,2009,Switzerland,,6
Q4688391,Aeroplane,person,2007,Belgium,,6
Q126826,Aerosmith,group,1969,United States,Aerosmith B.jpg,84
Q381883,Aesop Rock,person,1996,United States,Aesop Rock Capitol Hill 2007 DSC 0202.jpg,23
Q316872,Afrika Bambaataa,person,1977,United States,Afrika Bambaataa 2009 IMG 8349 (cropped).jpg,41
Q325111,Afro Celt Sound System,group,1995,United Kingdom,AfroCelt Sound System.jpg,21
Q4690196,Afro-Rican,group,,United States,,1
Q113569963,Afrodite,person,2001,Hungary,,0
Q349041,Afrojack,person,2007,Kingdom of the Netherlands,Afrojack 2015.jpg,39
Q225855,Afroman,person,1997,United States,Afroman (55457827113) (cropped).jpg,31
Q389008,After Forever,group,1995,Netherlands,After Forever Circo Voador.jpg,31
Q181684,Against Me!,group,1997,United States,Against Me! playing at Coachella.jpg,20
Q390300,Agalloch,group,1995,United States,Agalloch in 2005.jpg,28
Q391393,Agathocles,group,1985,Belgium,,10
Q83814,Agent Orange,group,1979,United States,Agent Orange 2011-10-03 06.jpg,14
Q392768,Agent Steel,group,1984,United States,2008-06-27 - Bang Your Head - Heavy Metal Festival - Germany - Balingen - Agent Steel - edited.JPG,14
Q393463,Aghast,group,1995,Norway,,3
Q395327,Agonoize,group,2002,Germany,Agonoize etropolis2014 (16).jpg,8
Q397738,Agua Marina,group,1976,Peru,Concierto-agua-marina-piura-2024.jpg,4
Q399318,Agustín Lara,person,1922,Mexico,"Agustín Lara, circa 1950s.jpg",26
Q329220,Ahab,group,2004,Germany,Ahab Rockharz 2018 11.jpg,12
Q593636,Ahmad Adaweyyah,person,1969,Kingdom of Egypt,Ahmed Adaweyah 01.png,12
Q401893,Ahmet Kaya,person,1985,Turkey,Ahmet Kaya.jpg,30
Q12605726,Ahn Sook-sun,person,1949,South Korea,Ahn Sook-sun.jpg,7
Q318452,Air,group,1995,France,Air (band) playing in 2010.jpg,44
Q407814,Air Supply,group,1975,Australia,Airsupply.jpg,34
Q237378,Ajda Pekkan,person,1963,Turkey,Ajda Pekkan 2013.jpg,36
Q4034017,AJJ,group,2004,United States,Andrew Jackson Jihad 2014.jpg,9
Q9143241,Akcent,group,1989,Poland,Zenon Martyniuk and Ryszard Warot - Akcent (Polish music band) 02.JPG,6
Q417451,Akercocke,group,1997,United Kingdom,Akercocke @ Damnation Festival 2009 Matt Wilcock.jpg,17
Q843742,Aki Yashiro,person,1971,Japan,"Aki Yashiro on December 2, 2016.jpg",7
Q1143664,Akina Nakamori,person,1982,Japan,,20
Q4701665,Akron/Family,group,2002,United States,Seth olinsky.jpg,5
Q423707,Akufen,person,1996,Canada,AkufenBaltimore.jpg,8
Q2260801,Al B. Sure!,person,1986,United States,Al B Sure! (6920727511).jpg,10
Q313260,Al Green,person,1955,United States,Al Green in Washington D.C.jpg,40
Q16840946,Al Hurricane,person,1962,United States,Al Hurricane.jpg,7
Q174547,Al Jarreau,person,1968,United States,Al Jarreau.jpg,44
Q128532,Al Jolson,person,1897,United States,Al Jolson - publicity.JPG,42
Q2636138,Al Lirvat,person,1932,France,,2
Q85740447,Alaap,group,1977,,,1
Q2004743,Alabama Thunderpussy,group,1996,United States,Alabamathunderpussyband.jpeg,11
Q4705459,Alacranes Musical,group,1996,United States,,2
Q123434055,Alain Ramanisum,person,,,,0
Q513964,Alan Braxe,person,1996,France,Alan Braxe press shot.jpg,8
Q380927,Alan Jackson,person,1983,United States,Alan Jackson 1.jpg,31
Q10681,Alan Stivell,person,1953,France,Alan Stivell - FIL 2021.jpg,34
Q714449,Alan Tam,person,1969,British Hong Kong,-i---i- (527082787).jpg,19
Q16495229,Alash Ensemble,group,1999,,Alash-2013-Nov5-Boston.jpg,5
Q78475,Alban Berg,person,1907,Cisleithania,Alban Berg (1885–1935) ~1930 © Max Fenichel (1885–1942).jpg,59
Q731178,Albert Ammons,person,1949,United States,Ammons and Johnson.jpg,18
Q457125,Albert Ayler,person,1936,United States,Albert Ayler (1967–68 photo portrait for ABC Impulse!).jpg,29
Q4709921,Albert Chevalier,person,1861,,Albert-Chevalier.jpg,3
Q741119,Albert Collins,person,1952,United States,Albert Collins.jpg,24
Q44809,Albert King,person,1949,United States,Albert King.jpg,35
Q313376,Albert Roussel,person,1869,France,Roussel Albert 1913.jpg,35
Q267951,Alberta Hunter,person,1895,United States,AlbertaHunter1930.png,21
Q2831849,Alberto Villalón,person,1882,Cuba,Villalón.jpg,4
Q1517060,Alcest,group,2000,France,20200229 03 Alcest (49605436357).jpg,24
Q560788,Alceu Valença,person,1968,Brazil,26 Prêmio da Música Brasileira (18085831543) (cropped).jpg,12
Q1992348,Aldemaro Romero,person,1937,Venezuela,Aldemaro Romero.jpg,8
Q2890515,Alejo Durán,person,1919,Colombia,,6
Q337143,Aleksandar Vuksanović,person,1990,Socialist Federal Republic of Yugoslavia,Aca Lukas (2011).jpg,14
Q3672076,Alesana,group,2004,United States,Shawnmilke.jpg,23
Q183087,Alessandro Scarlatti,person,1660,,Alessandro Scarlatti.jpg,58
Q965455,Alesso,person,2010,Sweden,Alesso playing live at Ushuaia Ibiza.jpeg,31
Q4717311,Alex Konadu,person,1950,Ghana,,3
Q1628891,Alex Reece,person,1992,United Kingdom,,4
Q973400,Alexander Bashlachev,person,1983,Soviet Union,Cropped Башлачёв.jpg,18
Q2459284,Alexander Galich,person,1918,Soviet Union,Мемориальная доска Александра Галича (Гинзбурга).jpg,25
Q472895,Alexander O'Neal,person,1973,United States,Alexander O'Neal 2014.jpg,14
Q663116,Alexander Rosenbaum,person,1968,Soviet Union,Alexander Rosenbaum (2022-05-27) 01.jpg,19
Q185647,Alexander Scriabin,person,1872,Russian Empire,Skrjabin Alexander.jpg,79
Q516281,Alexander Vertinsky,person,1916,Ukrainian People's Republic,Vertinsky.jpg,24
Q78524,Alexander von Zemlinsky,person,1871,Austria–Hungary,Zemlinsky.jpg,34
Q158078,Alfred Schnittke,person,1934,Soviet Union,С Альфредом Шнитке (cropped).jpg,43
Q4723775,Alfredo Fiorito,person,1976,Argentina,,4
Q730481,Alfredo Marceneiro,person,1891,Portugal,Alfredo Marceneiro.jpg,12
Q203413,Alfredo Zitarrosa,person,1936,Uruguay,,23
Q1349298,"Alger ""Texas"" Alexander",person,1900,United States,"Alger ""Texas"" Alexander.png",11
Q468356,Ali Akbar Khan,person,1922,Bangladesh,Dia7275 Ali Akbar Khan r.jpg,32
Q12227879,Ali Deek,person,1971,,,3
Q334947,Ali Farka Touré,person,1976,Mali,Ali Farka Toure.jpg,40
Q21285312,Ali Kiba,person,2006,Tanzania,Ali Kiba 2017.jpg,10
Q238243,Alice Coltrane,person,1962,United States,Alice Coltrane 1972.jpg,31
Q332032,Alice Cooper,person,1963,United States,Alice Cooper 2011.jpg,82
Q1543955,Alice DeeJay,group,1999,Netherlands,Alice deejay tijdens lansingerland live 2018-1530252328.JPG,18
Q484255,Alice in Chains,group,1987,United States,Alice in Chains - 2019-06-07 Rock am Ring (cropped).jpg,66
Q121507,Alicia Keys,person,1985,United States,AliciaKeys-byPhilipRomano2.jpg,98
Q4726348,Alick Macheso,person,1983,Zimbabwe,Alick Macheso by Bayhaus.jpg,4
Q1541561,Alien Sex Fiend,group,1982,United Kingdom,Alien Sex Fiend Paris Loco 4.jpg,15
Q936538,Alim Qasimov,person,1977,Soviet Union,Alim Gasimov.jpg,19
Q2722967,Alisha Chinai,person,1985,India,Alisha Chinai 2009 - still 64293 crop.jpg,25
Q4727094,Alison Hinds,person,1987,Barbados,AlisonHinds.jpg,4
Q4727516,Alix Perez,person,,Belgium,,1
Q4729606,All Saved Freak Band,group,1968,United States,,3
Q654147,All That Remains,group,1998,United States,All That Remains - Rock am Ring 2015-8564.jpg,28
Q80510,Alla Pugacheva,person,1965,Soviet Union,"Bundesarchiv Bild 183-R0428-0022, Berlin, Palast der Republik, Ala Pugatschowa.jpg",109
Q14620218,Allah-Las,group,,United States,Allah-Las (203859).jpg,5
Q963044,Allen Toussaint,person,1938,United States,AllenToussaintFreretStFestival2009DSBNOLA (cropped).jpg,25
Q874358,Allerseelen,group,1987,Austria,Allerseelen and Sal Solaris.jpg,3
Q16142152,Almir Sater,person,1981,Brazil,Almir Sater.jpg,6
Q366711,Alois Hába,person,1893,Czechoslovakia,Hába.JPG,30
Q28007321,Alok,person,2004,Brazil,19 03 2024 - Aniversário de Brasília terá mega show do DJ Alok na Esplanada dos Ministérios (53596862497) (cropped).jpg,21
Q28155448,Altai Kai,group,1997,,,5
Q2422968,Altamiro Carrilho,person,1943,Brazil,,9
Q434372,Altan,group,1987,Ireland,Altanlive.jpg,18
Q438344,Altern-8,group,1990,United Kingdom,,8
Q443886,Alton Ellis,person,1959,Jamaica,Alton Ellis.JPG,18
Q683009,Alva Noto,person,1994,Germany,RasterNoton-NotoLive.png,16
Q449171,Alvin Lucier,person,1931,United States,Alvin Lucier (25536346088).jpg,15
Q449985,Aly & Fila,group,2003,Egypt,Aly & Fila au Beachclub -- 4.jpg,14
Q9609477,Amado Batista,person,1951,Brazil,Amado batista.jpg,10
Q2841001,Amanaz,group,,Zambia,,4
Q454010,Amanda Lear,person,1965,France,Amanda Lear 2010 a.jpg,47
Q5671685,Amanda Portales,person,1961,Peru,Amandap.JPG,5
Q2841148,Amar Ezzahi,person,1941,France,Amar Ezzahi.jpg,10
Q460542,Amebix,group,1978,United Kingdom,Amebix show 64ety.jpg,14
Q27902902,Amelie Lens,person,2014,Belgium,Amelie Lens 06 2022.jpg,10
Q2238317,Amenra,group,1999,Belgium,Amenra (2026).png,8
Q126852,America,group,1970,United Kingdom,America - TopPop 1972 8.png,34
Q1991928,Amesoeurs,group,2004,France,,11
Q207817,Amir Khusrau,person,1253,India,Amir Khusrow 1975 stamp of India.jpg,79
Q13081230,Amira Medunjanin,person,2003,Bosnia and Herzegovina,Amira Medunjanin.png,9
Q295202,AMM,group,1965,United Kingdom,AMM (improvisation group).jpg,6
Q48698507,Amnesia Scanner,group,,Finland,,3
Q192863,Amon Amarth,group,1992,Sweden,Amon Amarth - Tuska 2011 - 10.JPG,45
Q1319707,Amon Düül II,group,1969,Germany,Amon duul july 22 1972 billboard.png,17
Q474283,Amos Milburn,person,1946,United States,"Portrait of Amos Milburn, c. 1955.jpg",14
Q477461,Amr Diab,person,1983,Egypt,Amr Diab With World Music Awards.jpg,54
Q464213,Amy Grant,person,1976,United States,AmyGrantHWOFSept2012.jpg,38
Q214813,Amália Rodrigues,person,1939,Portugal,"Amália Rodrigues ('Fado et Flamenco', Columbia, 1956), cropped.png",52
Q311523,Américo,person,1988,Chile,Américo.jpg,25
Q2844869,An Albatross,group,1999,United States,An Albatross-1.jpg,4
Q31838670,An Autumn for Crippled Children,group,,Netherlands,,1
Q114279907,Ana Castela,person,2003,Brazil,2024-01-01 Réveillon Beira Rio às margens do Rio Amazonas 16 (cropped).jpg,8
Q463930,Ana Moura,person,1979,Portugal,Ana Moura in June 2010 (2).jpg,24
Q484595,Anal Cunt,group,1988,United States,Seth with AxCx at Relapse Festival 1993 crop.jpg,20
Q485416,Anamanaguchi,group,2004,United States,Anamanaguchi.jpg,13
Q4130411,Anastasia Vyaltseva,person,1893,Russian Empire,Anastasia vyaltseva 2.gif,7
Q487396,Anathema,group,1990,United Kingdom,Anathema (Festimad 2007).jpg,41
Q66151972,Ancient Methods,group,2007,,,0
Q489653,Andain,group,2001,United States,"Mavie Marcos. Andain - live @ Saint-Petersburg, Russia - 02.03.2013.jpg",4
Q493028,Andraé Crouch,person,1966,United States,Andraé Crouch cropped.JPG,22
Q2296660,Andrea,person,2006,Bulgaria,Andrea performing at the Planeta Summer Tour 2014.jpg,30
Q76675,Andrea Berg,person,1966,Germany,Andrea Berg - 2017287201033 2017-10-14 Die Schlagernacht des Jahres - Sven - 1D X MK II - 0857 - AK8I8938 (cropped).jpg,21
Q42402,Andrea Bocelli,person,1992,Italy,2025 Andrea Bocelli in the White House Oval Office on October 17 (cropped).jpg,96
Q217317,Andrea Gabrieli,person,1533,Republic of Venice,,33
Q458828,Andreas Vollenweider,person,1975,Switzerland,Andreas Vollenweider walking.jpg,23
Q503783,Andrew Bird,person,1996,United States,Andrew Bird (52413565996) (cropped).jpg,20
Q505138,Andrew Hill,person,1954,United States,Andrew Hill.jpg,18
Q180975,Andrew Lloyd Webber,person,1965,United Kingdom,2008-11-15 Эндрю Ллойд Уэббер.jpeg,67
Q2848156,Andries Cornelis Lens,person,1739,Austrian Netherlands,Willem Herreyns - Portrait of Artist A. C. Lens - WGA11383.jpg,5
Q4759874,André Cymone,person,1974,United States,André Cymone 1982.jpg,4
Q519588,André Hazes,person,1959,Kingdom of the Netherlands,André Hazes(Cropped).jpg,21
Q523178,André Verchuren,person,1920,France,,3
Q2849005,Andrés Cabas,person,2000,Colombia,WhiteT3.jpg,5
Q30915293,Andrés Huesca,person,1917,Mexico,ANDRÉS-HUESCA.jpg,2
Q29416402,Andrés Landero,person,1932,Colombia,,3
Q387288,Andy C,person,1989,United Kingdom,Andy C.jpg,17
Q16766,Andy Lau,person,1981,British Hong Kong,"Andy Lau 刘德华, Beijing International Film Festival 北京电影节, 2013 (cropped).jpg",46
Q4761048,Andy Mineo,person,2001,United States,AM F&F LA 19.jpg,7
Q278024,Andy Palacio,person,1981,Belize,Andy Palacio.jpg,13
Q3616567,Andy Statman,person,1950,United States,Andy Statman photo.jpg,7
Q214548,Andy Williams,person,1938,United States,Andy Williams 1963.JPG,49
Q529340,Anestos Delias,person,1912,Greece,Piraeus Quartet.jpg,7
Q4762125,Angel Diaz,person,1929,Argentina,Ángel Díaz.jpg,5
Q531934,Angel Witch,group,1977,United Kingdom,Angel Witch live 2010.jpg,19
Q533658,Angelcorpse,group,1995,United States,Angel Corpse Paris 280408 03.jpg,15
Q521396,Angelic Upstarts,group,1977,United Kingdom,,16
Q231276,Angelique Kidjo,person,1982,France,Angélique Kidjo 2023.jpg,64
Q357014,Angelo Badalamenti,person,1971,United States,Angelo Badalamenti (yearbook).jpg,43
Q535815,Angelo Debarre,person,1984,France,Angelo Debarre Cosmopolite (221433).jpg,10
Q318760,Angerfist,person,2001,Kingdom of the Netherlands,Angerfist.jpg,29
Q241660,Angie Stone,person,1979,United States,AngieStone2019.png,35
Q16140485,Angkanang Kunchai,person,1956,Thailand,,1
Q232462,Ani DiFranco,person,1989,United States,Ani Difranco Ancienne Belgique.jpg,41
Q16490677,Aniceto do Império,person,1912,Brazil,,2
Q16257941,Aniceto Molina,person,1939,Colombia,,5
Q547272,Animal Collective,group,1999,United States,Animal Collective - Indie rock group.jpg,29
Q547666,Animals as Leaders,group,2007,United States,Animals as Leaders Full Force 2019 06.jpg,21
Q255697,Anita Baker,person,1979,United States,Anita Baker 1998.jpg,37
Q232621,Anita Mui,person,1982,British Hong Kong,"Avenue of Stars, Anita Mui (Ank Kumar) 03.jpg",33
Q13476301,Anitta,person,2010,Brazil,Anitta for Attractive Mindset podcast 02.jpg,42
Q229606,Anna Vissi,person,1973,Cyprus,AnnaVissiatAthinonArena.jpg,39
Q175509,Anne Marie Nzié,person,1932,Cameroon,,8
Q236543,Anne Murray,person,1968,Canada,Anne Murray.jpg,31
Q4768782,Anne Savage,person,1896,Canada,Anne Savage - 1940.jpg,9
Q547034,Anne Sylvestre,person,1957,France,Fanclub1965AnneSylvestre.jpg,17
Q567714,Anorexia Nervosa,group,1995,France,Anorexia Nervosa band 4.jpg,18
Q2761128,Anri,person,1978,Japan,AnriLA22023 (cropped).jpg,16
Q3609204,Anselmo Ralph,person,2005,Angola,Anselmo Ralph - tour brasileira - entrevista ao Assim é Portugal.png,12
Q572924,Anthony Braxton,person,1968,United States,Anthony Braxton 76.jpg,20
Q1866673,Anthony Santos,person,1990,Dominican Republic,Anthony Santos - United Palace 2010 (4425908847).jpg,9
Q109871,Anthrax,group,1981,United States,Anthrax Rockavaria 2016 (12 von 12).jpg,53
Q574728,Anti-Nowhere League,group,1980,United Kingdom,Anti-NowhereLeague-8-Augustibuller2007.jpg,12
Q2853143,Antibalas,group,1998,United States,Antibalas afrobeat orchestra.jpg,6
Q2739596,Antipop Consortium,group,1997,United States,,6
Q3618794,Antisect,group,1982,United Kingdom,Antisect 2011.jpg,6
Q81752,Anton Bruckner,person,1824,Cisleithania,Joseph Anton Bruckner (1868).jpg,91
Q190933,Anton Webern,person,1908,Austria,Anton Webern (1883–1945) 1927 © Georg Fayer (1891–1950) OeNB 10450290.png,60
Q1958523,Antonio Aguilar,person,1950,Mexico,Antonio Aguilar in The Undefeated.jpg,18
Q356953,Antonio de Cabezahueca,person,1510,Spain,,22
Q602802,Antonio Lauro,person,1917,Venezuela,,12
Q603123,Antonio Mairena,person,1909,Spain,,7
Q3619860,Antonio María Romeu,person,1876,Cuba,Romeu Orq.jpg,5
Q16302216,Antonio Ríos,person,1995,Argentina,Antonio Ríos.jpg,2
Q51088,Antonio Salieri,person,1770,Republic of Venice,Antonio Salieri painted by Joseph Willibrord Mähler.jpg,74
Q5699952,Antonio Tarragó Ros,person,1947,Argentina,,3
Q1340,Antonio Vivaldi,person,1685,Republic of Venice,Onbekend - Antonio Vivaldi - Bologna Museo Internationale e biblioteca della musica di bologna 28-04-2012 9-21-050.jpg,167
Q606439,Antonis Remos,person,1996,Greece,Antonis Remos - Politia Live Clubbing.png,21
Q7298,Antonín Dvořák,person,1841,Cisleithania,Dvorak.jpg,150
Q16492076,António Menano,person,1895,Portugal,António Menano.png,2
Q200131,Antônio Carlos Jobim,person,1956,Brazil,Antônio Carlos Jobim (cropped).jpg,63
Q26690130,Anuel AA,person,2010,United States,Anuel AA in 2022 2.jpg,24
Q3349252,Anup Jalota,person,1953,India,ଅନୁପ ଜଲୋଟା (Anup Jalota).jpg,12
Q42018,Anuradha Paudwal,person,1973,India,Anuradha Paudwal 57th Idea Filmfare Awards 2011.jpg,29
Q613022,Anvil,group,1978,Canada,Anvil – Headbangers Open Air 2014 01.jpg,20
Q381843,Aníbal Troilo,person,1926,Argentina,Anibal Troilo 1971.png,24
Q223161,Aphex Twin,person,1985,United Kingdom,Aphextwin1.jpg,54
Q3545224,APO Hiking Society,group,1969,Philippines,APO Hiking Society performing in May 2010.jpg,5
Q619710,Apoptygma Berzerk,group,1989,Norway,2014-07-27 Apoptygma Berzerk (Amphi festival 2014) 012.JPG,17
Q213388,Aqua,group,1989,Denmark,Aqua Gron Concert 2008.jpg,42
Q119590,Aquarium,group,1972,Soviet Union,Aquarium TA 2008.JPG,28
Q261058,Arabesque,group,1977,West Germany,Arabesque feat. Michaela Rose Ufa.jpg,20
Q2256420,Arabian Prince,person,1984,United States,The Arabian Prince aka Professor X (N.W.A.).jpg,22
Q2356261,Aram Asatryan,person,1985,Soviet Union,,13
Q152293,Aram Khachaturian,person,1926,Soviet Union,"Aram Khachaturian, Pic, 17.jpg",80
Q16149863,Arca,person,2005,Venezuela,Arca Sonar 1.jpg,26
Q58608,Arcade Fire,group,2001,Canada,Arcade Fire live 20050315.ext.jpg,50
Q631589,Arcana,group,1994,Sweden,Arcana2008Mithras.jpg,12
Q164475,Arcangelo Corelli,person,1672,Papal States,"Arcangelo Corelli, portrait by Hugh Howard (1697) - 2.jpg",66
Q163989,Arch Enemy,group,1996,Sweden,Arch Enemy - Elbriot 2018 05.jpg,51
Q3499560,Archgoat,group,1989,Finland,2009-10-25archgoat.JPG,14
Q200791,Archie Shepp,person,1960,United States,Archie shepp Warszawa 1.jpg,30
Q620454,Architects,group,2004,United Kingdom,Architects – Reload Festival 2015 03.jpg,24
Q170599,Arctic Monkeys,group,2002,United Kingdom,Arctic Monkeys - Orange Stage - Roskilde Festival 2014.jpg,70
Q638241,Arcturus,group,1987,Norway,Arcturus 2005.JPG,23
Q638331,Arcángel,person,2004,United States,Arcángel 2023 Interview - Tony Dandrades.png,14
Q639510,Arditi,group,2001,Sweden,Arditi Logo.svg,12
Q125121,Aretha Franklin,person,1956,United States,Aretha Franklin 1968.jpg,116
Q653491,Ari Babakhanov,person,1934,Uzbekistan,,2
Q28155527,Ariel Camacho y Los Plebes del Rancho,group,2013,Mexico,,2
Q659238,Ariel Pink,person,1996,United States,"Ariel Pink's Haunted Graffiti, Austin 2011 (5546175863).jpg",19
Q660599,Arif Sağ,person,1960,Turkey,,11
Q535188,Aristide Bruant,person,1862,France,Aristide Bruant by Nadar ca. 1898 bw restored cut.jpg,27
Q276317,Arja Koriseva,person,1989,Finland,Arja Koriseva 2004.jpg,7
Q4412230,Arkady Severny,person,1939,Soviet Union,Arcady Severny.jpg,11
Q673758,Arkona,group,2002,Russia,Arkona Party.San Metal Open Air 2019 08.jpg,36
Q12874025,Arleta,person,1960,Greece,,7
Q437559,Armand Van Helden,person,1990,United States,Vanheldenforum160404-4.jpg,30
Q122751420,"Armandinho, Dodô & Osmar",group,1974,Brazil,,1
Q678099,Armando,person,1949,Kingdom of the Netherlands,"Armando, geboren als Herman Dirk van Dodeweerd.jpg",12
Q1453045,Armando Manzanero,person,1950,Mexico,Bustos de Armando Manzanero (cropped).jpg,34
Q62617,Armin van Buuren,person,1995,Kingdom of the Netherlands,Armin van Buuren Armin Only Embrace 2017.jpg,57
Q5704807,Armonía 10,group,1972,Peru,"Programes de la festa de San Sebastián de Cruzpampa, Yapatera a Chulucanas (cropped).jpg",2
Q689823,Army of Lovers,group,1987,Sweden,Army of Lovers.png,23
Q154770,Arnold Schoenberg,person,1897,Austria–Hungary,Arnold schönberg man ray.jpg,85
Q699534,Arrested Development,group,1988,United States,Arrested Development 004.jpg,23
