wikidata_id,name,kind,start,country,image,sitelinks
Q559269,José Afonso,person,1952,Portugal,José Afonso by Henrique Matos 001.jpg,29
Q1352007,José Alfredo Jiménez,person,1947,Mexico,"José Alfredo Jiménez (exposición compositores, CDMX) (cropped).jpg",20
Q470732,José Antonio Labordeta,person,1935,Spain,José Antonio Labordeta (2009) cropped.jpg,16
Q23001417,José Antonio Méndez García,person,1927,Cuba,,1
Q1395857,José Asunción Flores,person,1904,Paraguay,Jose-asuncion-flores.jpg,12
Q16199202,José Fajardo,person,1919,Cuba,,2
Q315107,José González,person,2003,Sweden,"José Gonzales at La Route du Rock 2008, b.jpg",27
Q2608238,José José,person,1963,Mexico,José José y Lee Taylor en 1970 (cropped).webp,22
Q2707438,José Luis Perales,person,1973,Spain,José Luis Perales (cropped).jpg,17
Q612185,José Manuel Calderón,person,1941,Dominican Republic,,5
Q387710,José Mari Chan,person,1966,Philippines,Jose Mari Chan.jpg,8
Q983914,José Mário Branco,person,1963,Portugal,José Mário Branco by Rita Carmo.jpg,14
Q605250,José Padilla,person,1889,Spain,,16
Q464749,Journey,group,1973,United States,Journey band.JPG,44
Q10310921,Jovelina Pérola Negra,person,1944,Brazil,,3
Q172763,Joy Division,group,1976,United Kingdom,,70
Q14159313,Joy Orbison,person,2009,United Kingdom,,2
Q5398138,Joyryde,person,2003,United Kingdom of Israel,Eskimo (28).jpg,5
Q192359,João Gilberto,person,1950,Brazil,João Gilberto.jpg,55
Q107605286,João Gomes,person,2021,Brazil,João Gomes.jpg,8
Q50415953,JPEGMafia,person,2007,United States,JPEGMafia 202I (cropped; portrait).jpg,15
Q6298712,Jua Cali,person,1998,Kenya,Juacali 2.jpg,8
Q366714,Juan Atkins,person,1980,United States,Model500 3.jpg,23
Q540135,Juan Bautista Cabanilles,person,1644,Crown of Aragon,"1. Joan Bta. Cabanilles, 1644-1712 (Algemesí, País Valencià).jpg",18
Q512104,Juan d'Arienzo,person,1928,Argentina,Darienzo photo.jpg,17
Q738404,Juan Gabriel,person,1971,Mexico,Juan Gabriel in 1985 (cropped).jpg,35
Q722627,Juan García Esquivel,person,1918,Mexico,Esquivel!.jpg,12
Q158753,Juan Luis Guerra,person,1984,Dominican Republic,Juan Luis Guerra 2012.jpg,31
Q3087850,Juan Magán,person,2009,Spain,Billboard Latin Music Showcase Chile 2018 - Juan Magán - 02.jpg,14
Q6300893,Juan Reynoso Portillo,person,1912,Mexico,,2
Q3534561,Juan Vicente Torrealba,person,1917,Venezuela,Juan Vicente Torrealba.jpg,7
Q5103570,Juana Fe,group,2004,Chile,,4
Q581966,Juaneco y su Combo,group,1966,Peru,,3
Q43189,Juanes,person,1988,Colombia,"2023-11-16 Gala de los Latin Grammy, 14 (cropped).jpg",77
Q457655,Juanita Reina,person,1925,Spain,"Juanita Reina, Alginet (País Valencià), 1955 (cropped).jpg",9
Q83468,Judas Priest,group,1969,United Kingdom,Judas Priest - Wacken Open Air 2018 01.jpg,82
Q52151598,Juice WRLD,person,2015,United States,Juice Wrld VMAs.png,51
Q272496,Julee Cruise,person,1985,United States,Julee Cruise.jpg,23
Q1889636,Jules de Corte,person,1924,Kingdom of the Netherlands,Jules-de-corte-2010-09-10.jpg,4
Q4499486,Julia Holter,person,2006,United States,Julia Holter (Haldern Pop 2013) IMGP2430 smial wp.jpg,13
Q6306853,Julia Wolfe,person,1958,United States,Julia Wolfe.jpg,14
Q18155786,Julio Gutiérrez,person,1918,Cuba,Julio Gutiérrez.jpg,5
Q122003,Julio Iglesias,person,1968,Spain,Julio Iglesias09.jpg,87
Q1395127,Julio Jaramillo,person,1940,Ecuador,Julio jaramillo laurido2.jpg,21
Q356151,Julius Fucik,person,1905,Cisleithania,Julius Fučík (1872–1916).jpg,30
Q681634,Julián Carrillo,person,1875,Mexico,"Julián Carrillo en París, 4 sep 1899.jpg",12
Q17635809,Julión Álvarez Hernandez,person,1983,Mexico,Fedelobo.jpg,4
Q2305847,Juma Nature,person,1998,Tanzania,,6
Q42023,Jungle Brothers,group,1987,United States,Jungle brothers-mika.jpg,17
Q109569656,Junior H,person,2000,Mexico,"Junior H @ El Domo Care - Monterrey, 2022.png",5
Q1713550,Junior Kimbrough,person,1930,United States,Junior Kimbrough 1995.jpg,10
Q6313495,Junior Vasquez,person,1980,United States,,6
Q6313822,Junk Yard Band,group,1980,United States,,1
Q6313983,Junko Yagami,person,1978,Japan,八神純子20210916.jpeg,8
Q4280436,Junoon,group,1990,,Junoonlive.jpg,10
Q956870,Just Blaze,person,1997,United States,Just Blaze Broccoli City 2014 (cropped).jpg,18
Q794815,János Bihari,person,1764,Hungary,Donát Bihari.jpg,16
Q428347,Jóhann Jóhannsson,person,1987,Iceland,Jóhann Jóhannsson by Sachyn Mital (cropped).jpg,32
Q3429218,K-Paz De La Sierra,group,2002,United States,,3
Q1718073,K-Tino,person,1966,Cameroon,K-Tino 2.jpg,8
Q88756847,K-Trap,person,2013,United Kingdom,,2
Q77297835,Kabza De Small,person,2009,South Africa,,6
Q2567233,Kahimi Karie,person,1990,Japan,Kahimi Karie drawing.jpg,11
Q62945,Kai Tracid,person,1997,Germany,Kai Tracid 2002.jpg,13
Q241432,Kaija Saariaho,person,1952,France,Kaija Saariaho in 2022.png,36
Q3192280,Kaly Live Dub,group,,France,,2
Q16221677,Kamasi Washington,person,2000,United States,Kamasi Washington (ZMF 2019) IMGP8386.jpg,19
Q1394971,Kanda Bongo Man,person,1980,Democratic Republic of the Congo,Malanga and Kanda Bongo Man.jpg,10
Q546235,Kandia Kouyaté,person,1959,Mali,Les Amazones d'Afrique - Festival du Bout du Monde 2016 - 008.jpg,9
Q2615105,Kandis,group,1989,Denmark,Kandis playing outside Grand Theatre.jpg,5
Q21620939,Kane Brown,person,2014,United States,Kane Brown at Joint Forces Training Base in 2018.jpg,24
Q118220059,Kankan,person,2016,United States,Kankan mugshot.jpg,6
Q444224,Kano,person,2000,United Kingdom,Kano (Rapper).jpg,17
Q204328,Kansas,group,1970,United States,Kansas Full 2.JPG,38
Q882464,Kante,group,1995,Germany,Kante berlin05 1.JPG,4
Q15935,Kanye West,person,1996,United States,Kanye West at the 2009 Tribeca Film Festival (crop 2).jpg,110
Q500613,Kaoma,group,1988,France,,31
Q1153170,Karel Goeyvaerts,person,1923,Belgium,,14
Q357036,Karel Vacek,person,1902,Czechoslovakia,Busta Karla Vacka od sochaře Bedřicha Kloužka II..jpg,5
Q6371986,Karl King,person,1891,United States,Karl King portrait.jpg,9
Q154556,Karlheinz Stockhausen,person,1951,Germany,Stockhausen March 2004 excerpt.jpg,63
Q1457648,Karma to Burn,group,1997,United States,Karmatoburn.jpg,10
Q1933273,KaS Product,group,1980,France,,5
Q127038400,Kasher Quon,person,1997,United States,,0
Q3193690,Kashif,person,1974,United States,Kashif Saleem and Althea Moses - fiance .jpg,9
Q1318954,Kassav',group,1979,France,,11
Q265793,Kastelruther Spatzen,group,1975,Germany,WP2016 KastelrutherSpatzen FFM.jpg,11
Q6375048,Katalepsy,group,2003,Russia,Katalepsy Party.San Metal Open Air 2016 18.jpg,6
Q1846819,Katchafire,group,2000,,ZC22 Katchafire (4).jpg,3
Q636,Kate Bush,person,1975,United Kingdom,Kate Bush 1981.jpg,76
Q6375866,Kate Wolf,person,1976,United States,,11
Q42336699,Katey Red,person,1983,United States,,2
Q272581,Katherine Jenkins,person,1998,United Kingdom,Katherine Jenkins in 2022 (cropped).jpg,26
Q10314010,Katinguelê,group,1992,Brazil,,3
Q1736902,Katzenjammer Kabarett,group,2004,France,Katzenjammer Kabarett2.jpg,4
Q982784,Kavinsky,person,1997,France,Kavinsky 2.jpg,35
Q109584832,Kay Flock,person,2020,United States,Kay Flock in 2021.png,5
Q1284551,Kay Kyser,person,1926,United States,KayKeyserStageDoorCanteen.jpg,14
Q1365130,Kaya,person,1997,Japan,Kaya Salome.JPG,14
Q83717,Kayhan Kalhor,person,1973,Iran,Kayhan Kalhor.jpg,20
Q1420629,Kayo Dot,group,2003,United States,Kayo Dot @ Roadburn 2015 05.jpg,7
Q740711,Kaysha,person,1992,France,Kaysha.jpg,8
Q1720016,Kazimierz Serocki,person,1922,Poland,Kazimierz Serocki w latach 60.jpg,14
Q1130581,KC and the Sunshine Band,group,1973,United States,KC & The Sunshine Band2.jpg,25
Q40422,Keak da Sneak,person,1992,United States,Keak Da Sneak June 2008 (cropped).JPG,11
Q484311,Keane,group,1995,United Kingdom,Keane2009.jpg,56
Q1347072,Keb' Mo',person,1980,United States,Keb' Mo'.PNG,22
Q3194737,Keith Frank,person,1990,United States,Keith Frank Breaux Bridge Crawfish Festival - 05-05-2007.jpg,5
Q1706272,Keith Green,person,1965,United States,Keithgreen.jpg,17
Q348449,Keith Rowe,person,1940,United Kingdom,Rowe Solo.jpg,8
Q946728,Keith Sweat,person,1975,United States,LTG Vereen Hosts R&B singer Keith Sweat (1) (cropped).jpg,19
Q346036,Keith Whitley,person,1970,United States,KeithWhitley.jpg,13
Q17306137,Kelela,person,2011,United States,Kelela Piknik i Parken 2018 (205003).jpg,19
Q127378817,Kelvin Momo,person,1994,,,0
Q768410,Ken Boothe,person,1950,Jamaica,"Ras Tingle and Ken Boothe on the set of 'Touch you"".JPG",13
Q114050700,Ken Carson,person,2015,United States,Ken Carson live on Chaos Tour at Milwaukee 2024 (cropped).jpg,24
Q121602937,Ken Colyer's Skiffle Group,group,,,,0
Q179262,Ken Laszlo,person,1984,Italy,,16
Q446945,Kenan Doğulu,person,1993,Turkey,Kenan Dogulu.JPG,21
Q130798,Kendrick Lamar,person,2003,United States,Pulitzer2018-portraits-kendrick-lamar.jpg,75
Q1290316,Kenneth J. Alford,person,1881,United Kingdom,RICKETTS Frederick J.jpg,12
Q467526,Kenny Chesney,person,1993,United States,Kenny Chesney 20070830.jpg,27
Q346779,Kenny Clarke,person,1914,United States,"Finale Internationaal Jazz Festival Loosdrecht, drummer Kenny Clarke, Bestanddeelnr 924-7968.jpg",32
Q295777,Kenny G,person,1982,United States,KennyGHWOFMay2013.jpg,45
Q711059,Kenny Garrett,person,1978,United States,Kenny Garrett (2013).jpg,20
Q435965,Kenny Loggins,person,1966,United States,Loggins FP5 (cropped).jpg,31
Q6391192,Kenny Roberts,person,1926,United States,,4
Q217160,Kenny Rogers,person,1958,United States,KennyRogers.jpg,75
Q708721,Kenny Wayne Shepherd,person,1990,United States,Kenny Wayne Sheperd 2005.jpg,17
Q6393036,Keola Beamer,person,1951,United States,,1
Q966088,Kepa Junkera,person,1983,Spain,Kepa junkera 0001.jpg,15
Q549373,Kerri Chandler,person,1990,United States,,9
Q637380,Ketama,group,1984,Spain,Antonio Carmona.jpg,8
Q6395755,Kevin Aviance,person,1989,United States,Fierce Hiro at the Maritime Hotel 20070910.10D.45792 SML (1389640840).jpg,3
Q3195701,Kevin Fowler,person,2000,United States,Kevin fowler 2007.jpg,9
Q85875015,Kevin O Chris,person,1996,Brazil,Kevin o Chris - TVZ 2023 (1).png,3
Q923090,Kevin Saunderson,person,1964,United States,Ksaunderson2.jpg,16
Q28678297,Kevinho,person,1998,Brazil,Kevinho 2019.jpg,7
Q312609,Khaled,person,1970,Algeria,Cheb khaled Arab Idol.png,51
Q2427251,Khan Shushinski,person,1918,Soviet Union,Khan Shushinski.jpg,13
Q2740154,Khanate,group,2001,United States,Khanate vocalist.jpg,9
Q23498586,Khesari Lal Yadav,person,2007,India,"Khesari Lal Yadav, 2019.jpg",6
Q1740665,Khold,group,2000,Norway,Khold - Wacken Open Air 2015 - 2015213121105 2015-08-01 Wacken - Sven - 1D X - 099 - DV3P1994 mod.jpg,15
Q299138,Kid Cudi,person,2003,United States,Global Dance Fest 2011 @ Red Rocks.jpg,46
Q1347250,Kid Koala,person,1974,Canada,Kid Koala 2008 Vancouver.jpg,7
Q441399,Kid Ory,person,1886,United States,Kidory.png,24
Q158175,Kid Rock,person,1988,United States,"Kid Rock, December 2007.jpg",40
Q6404409,Kid606,person,1998,Venezuela,"Kid606 cropped, 2011.jpg",4
Q1652399,Kilburn and the High Roads,group,1970,United Kingdom,,3
Q1336827,Killdozer,group,1983,United States,Hobson brothers.JPG,7
Q250421,Killing Joke,group,1979,United Kingdom,Killing Joke - Ilosaarirock 2009.jpg,29
Q462709,Killswitch Engage,group,1998,United States,Killswitch Engage - Wacken Open Air 2023 15.jpg,38
Q54350,Kim Bum-soo,person,1999,South Korea,KIm Bum-Soo.jpg,13
Q1741466,Kim Cascone,person,1983,United States,,4
Q6408607,Kim English,person,1994,United States,,7
Q26260697,Kim So-hee,person,2016,South Korea,160728 소희 03.jpg,16
Q4352950,Kindzadza,person,,Russia,,4
Q189382,King Crimson,group,1968,United Kingdom,King Crimson - Dour Festival 2003 (01).jpg,55
Q329809,King Jammy,person,1960,Jamaica,"King Jammy at Amazura night club in New York, May 27th, 2007.jpg",6
Q6411833,King Louie,person,2007,United States,,5
Q313368,King Oliver,person,1908,United States,King Oliver (1915 portrait).jpg,38
Q1742068,King Pleasure,person,1922,United States,,7
Q982678,King Sunny Adé,person,1960,Nigeria,King Sunny Ade.jpg,23
Q451858,King Tubby,person,1968,Jamaica,,21
Q94579368,King Von,person,2018,United States,King Von.png,35
Q124695247,Kingpin Skinny Pimp,person,,,,0
Q1349627,Kirk Franklin,person,1992,United States,Kirk Franklin at JoyFest '17 (cropped).jpg,20
Q2117321,Kishori Amonkar,person,1932,Dominion of India,,20
Q124179,Kiss,group,1973,United States,Kiss original lineup (1976).jpg,86
Q273652,Kitarō,person,1975,Japan,Kitaro 5.jpg,44
Q272913,Kitty Wells,person,1919,United States,Kitty Wells.jpg,28
Q1141827,Kiyoshi Hikawa,person,2000,Japan,Hikawakiyoshi-shimbashi-march6-2017.jpg,10
Q16114625,Klapa Cambi,group,1986,,,2
Q15405752,Klapa Intrade,group,1985,Croatia,,3
Q168015,Klaus Schulze,person,1969,Germany,Klaus Schulze portrait.jpg,35
Q840882,Klaxons,group,2005,United Kingdom,Klaxon mg 6541.jpg,23
Q11687266,Klezmer Conservatory Band,group,,United States,,3
Q15041224,Klingande,person,2012,France,KlingandeLandshut.jpg,16
Q1351424,KMFDM,group,1984,Germany,Kmfdm live in 2011.jpg,29
Q20615,Knife Party,group,2011,Australia,"Knife Party @ Concord, Chicago.jpg",25
Q2282994,Knifehandchop,person,,Canada,,1
Q6334752,KOAN Sound,group,2008,United Kingdom,,3
Q1394828,Kode9,person,1991,United Kingdom,Kode9.jpg,11
Q1518965,Kodō,group,1981,Japan,Kodo mt.jpg,10
Q735736,Koffi Olomide,person,1978,Democratic Republic of the Congo,Koffi-bercy-medium.jpg,22
Q56461128,Kojo Funds,person,2015,,,2
Q96386222,Kolohe Kai,group,,,,1
Q4042301,Kommunity FK,group,1978,United States,,2
Q4042308,Konflict,group,1998,United Kingdom,Kemal-and-Rob-Data.jpg,3
Q3816355,Kongar-ol Ondar,person,1980,Russia,Kongar-ol Ondar.jpg,15
Q45373,Konstantin Wecker,person,1947,Germany,"Konstantin Wecker, Wien 18.12.2009 (3).jpg",13
Q6430491,Koo Nimo,person,1934,Ghana,Agya Koo Nimo.jpg,8
Q850290,Kool & The Gang,group,1964,United States,Kool & the Gang - Leverkusener Jazztage 2017-1963 (cropped).jpg,42
Q554168,Kool G Rap,person,1986,United States,Kool G Rap (cropped).jpg,22
Q1783772,Kool Rock Steady,person,2000,United States,,1
Q2801602,Koos Alberts,person,1947,Kingdom of the Netherlands,Koos Alberts Gouden Pijl 2012.JPG,6
Q6432349,Korla Pandit,person,1940,United States,,4
Q80304,Korn,group,1993,United States,"Korn, 2013.jpg",72
Q111337,Korpiklaani,group,1993,Finland,Korpiklaani - Rakuunarock 2013.jpg,49
Q44892,Kraftwerk,group,1961,Germany,Kraftwerk In Chicago-01.jpg,64
Q1264149,Krafty Kuts,person,2000,United Kingdom,,3
Q1786394,Krallice,group,2008,United States,Krallice (Mick Barr).jpg,6
Q151890,Kreator,group,1982,Germany,2018 RiP - Kreator - by 2eight - 8SC9101.jpg,47
Q208681,Kris Kristofferson,person,1959,United States,Kris Kristofferson SXSW 2006 crop.jpg,65
Q1641056,Krishna Das,person,1994,Dominion of India,Krishna Das.jpg,10
Q456964,Kristine W,person,1985,United States,Kristine W.jpg,12
Q6303872,Krizz Kaliko,person,1999,United States,Krizz Kaliko on 2008-07-01.JPG,12
Q164718,Kroda,group,2003,Ukraine,,12
Q432552,KRS-One,person,1986,United States,KRS-One 2002.jpg,36
Q1121411,Kruder & Dorfmeister,group,1993,Austria,,12
Q153469,Krzysztof Penderecki,person,1953,Poland,Krzysztof Penderecki 20080706.jpg,60
Q19816655,KSHMR,person,2014,India,Kshmr-djmag-2024.jpg,25
Q611878,Kula Shaker,group,1988,United Kingdom,Kula Shaker - Parkpop 2008.jpg,23
Q1362482,Kultur Shock,group,1996,United States,Kultur Shock at Bumbershoot 2007 07.jpg,10
Q121122,Kumar Gandharva,person,1934,Dominion of India,Kumar Gandharva 2014 stampsheet of India cr.jpg,16
Q6139361,Kurosawa Kinko,person,1710,Japan,,4
Q948868,Kurt Elling,person,1995,United States,KE Upward Spiral headshot (300x300) (cropped).png,20
Q155158,Kurt Schwitters,person,1887,Germany,Kurt Schwitters.JPG,46
Q984331,Kurt Vile,person,2003,United States,Kurt Vile - Roskilde Festival 2011.jpg,20
Q55004,Kurt Weill,person,1900,Germany,"Bundesarchiv Bild 146-2005-0119, Kurt Weill.jpg",50
Q961447,Kurtis Blow,person,1979,United States,"Kurtis Blow im Musiktheater Bad (Hannover, Germany), 2012-03-30.JPG",22
Q1794838,Kvelertak,group,2007,Norway,Kvelertak - Rock am Ring 2019-1601.jpg,21
Q18815170,Kwaw Kese,person,1901,Ghana,,1
Q16845512,Kygo,person,2009,Norway,Kygo (28481718120) (2) (cropped).jpg,42
Q1795042,Kyle Gann,person,1955,United States,,7
Q1795082,Kylesa,group,2001,United States,Kylesa - Roskilde Festival 2011.jpg,12
Q11998,Kylie Minogue,person,1979,United Kingdom,KylieMinogue-byPhilipRomano (cropped).jpg,123
Q927538,Kyoto Jazz Massive,group,1994,Japan,,3
Q4991503,Kyuss,group,1987,United States,Kyuss Lives Budapest Petöfi 2011.jpg,34
Q1197212,Kyōko Koizumi,person,1982,Japan,Kyōko Koizumi International Drama Festival in Tokyo 2013 1.jpg,16
Q313081,Kyū Sakamoto,person,1958,Japan,Kyu sakamoto.png,34
Q1844695,Kōenji Hyakkei,group,1991,Japan,,9
Q218866,L'Arc-en-Ciel,group,1991,Japan,L'arc En Ciel @ MSG - 3-25-12 - 040.jpg,38
Q6455846,L'Trimm,group,1987,United States,,1
Q106036729,L-Gante,person,2017,Argentina,L-Gante Conferencia de prensa (51861017602).jpg,6
Q542073,L.A. Guns,group,1983,United States,LA GUNS at the Chance March 2008.jpg,27
Q3373508,La Arrolladora Banda El Limón,group,1997,Mexico,LA ARROLLADORA BANDA LIMON DE RENE CAMACHO.jpg,6
Q572077,La Bouche,group,1994,United States,"Melanie Thornton at Leipzig, Germany, November 2001.jpg",28
Q3756625,La Buena Vida,group,1988,Spain,,5
Q21485176,La Luz,group,2012,United States,"La Luz performing at Siberia in New Orleans, LA 5 March 2015.jpg",2
Q6463596,La Mafia,group,1980,United States,,3
Q3210516,La Mano Ajena,group,2002,Chile,Manovalpo.jpg,4
Q320998,La Mona Jiménez,person,1967,Argentina,Mona Jimenez - oct2008 (6).jpg,8
Q432822,La Monte Young,person,1958,United States,,30
Q46573,Lacuna Coil,group,1994,Italy,Lacuna Coil - 2022217144251 2022-08-05 Wacken - Sven - 5DS R - 0298 - 5DSR7886 (Cropped).jpg,75
Q52345352,Lady Donli,person,1996,Nigeria,Lady Donli NdaniTV (cropped).png,7
Q20667368,Ladybaby,group,2015,Japan,"T-SPOOK 2016 Ladybeard, Furukawa Yuka & Pe (Onechans) (33773956182).jpg",10
Q1506665,Lalo Rodríguez,person,1973,United States,Lalo rodriguez 2 (cropped).png,8
Q247293,Lalo Schifrin,person,1950,Argentina,Lalo schifrin (cropped) (2).jpg,40
Q3347988,Lalon,person,1772,British Raj,Fakir Lalon Shah.jpg,20
Q10316110,Lamartine Babo,person,1904,Brazil,"Lamartine Babo, 1956.tif",6
Q207731,Lamb of God,group,1994,United States,Lamb Of God - Rock am Ring 2015-9946.jpg,45
Q1801348,"Lambert, Hendricks & Ross",group,1957,United States,,7
Q37150,Lana Del Rey,person,2005,United States,Lana Del Rey Seattle.jpg,159
Q6483624,Lancelot Layne,person,,,,1
Q20311234,Lane 8,person,2012,United States,"Spring Awakening Music Festival, Chicago 6 13 2015 (20045356531) (cropped).jpg",2
Q253559,Lantlôs,group,,Germany,,5
Q1375814,Larry Heard,person,1983,United States,,11
Q1341804,Larry Levan,person,1954,United States,,14
Q6490966,Larry Polansky,person,1954,United States,Polansky.JPG,4
Q3323178,Las Grecas,group,1974,Spain,,7
Q776170,Laserdance,group,1981,Netherlands,Laserdance.jpg,10
Q1756181,Lasgo,group,2000,Belgium,Jelle Van Dael of Lasgo.jpg,16
Q742028,Lasse Stefanz,group,1967,Sweden,Lasse Stefanz.jpg,10
Q1806706,Last Days of Humanity,group,1989,Netherlands,,12
Q2465058,Late of the Pier,group,2004,United Kingdom,Late of the Pier.jpg,12
Q6496167,Latimore,person,1965,United States,Latimore.jpg,9
Q6498768,Laura Canales,person,1973,United States,,3
Q236735,Laura Marling,person,2006,United Kingdom,Laura Marling - First Avenue - 5 5 17 (34106214720).jpg,30
Q536566,Laurel Aitken,person,1942,Cuba,Aitken14.jpg,22
Q235066,Laurie Anderson,person,1969,United States,LaurieAnderson-StudioHarcourt-1987.png,51
Q3827948,Laurie Berkner,person,1997,United States,Laurie Berkner (29326823611).jpg,5
Q1809563,Lazy Lester,person,1933,United States,Lazy Lester in 2004.jpg,11
Q45752,LCD Soundsystem,group,2001,United States,"Route du Rock 2007, LCD Soundsystem.jpg",32
Q3113632,Le Grand Kallé,person,1953,Democratic Republic of the Congo,Joseph Kabasele promotional photo.jpg,7
Q3756611,Le Mans,group,1993,Spain,"Le Mans, spanish band.jpg",3
Q1431678,Le Tigre,group,1998,United States,LeTigre1.jpg,21
Q314310,Lead Belly,person,1903,United States,Leadbelly with Accordeon.jpg,39
Q1787165,Leandro & Leonardo,group,1983,Brazil,,8
Q15110870,Lebanon Hanover,group,2010,United Kingdom,Lebanon Hanover Wave-Gotik-Treffen 2017 07.jpg,14
Q1041034,Lecrae,person,2004,United States,"Lecrae at Marine Corps Air Station Iwakuni, Japan, Jan. 9, 2018 (cropped).jpg",19
Q2331,Led Zeppelin,group,1968,England,Led zeppelin revista pelo 1971.jpg,120
Q9021150,Leda Valladares,person,1919,Argentina,Leda Valladares.jpg,11
Q3228823,Ledward Kaapana,person,1948,United States,,3
Q315417,"Lee ""Scratch"" Perry",person,1962,Jamaica,"Lee Scratch Perry @ Band On The Wall, Manchester 19-2-2013 (8493373312).jpg",34
Q453393,Lee Konitz,person,1940,United States,Lee Konitz Bad Mergentheim.JPG,28
Q12611433,Lee Mi-ja,person,1959,South Korea,Lee Mi-Ja.jpg,6
Q16090860,Lee Moon-sae,person,1978,South Korea,Lee Moon-se from acrofan.jpg,10
Q362564,Lee Morgan,person,1956,United States,Lee Morgan (1959).jpg,29
Q108208363,Leenalchi,group,2019,South Korea,Leenalchi - WOMAD 2023 (53093069725).jpg,4
Q277479,Leftfield,group,1990,United Kingdom,Leftfield.JPG,19
Q12695781,Lefthanded,group,1979,Malaysia,,3
Q12858787,Leftover Salmon,group,2007,United States,Leftover Salmon at Red Rocks 2016.jpg,3
Q1347215,Lefty Frizzell,person,1942,United States,Lefty Frizzell Columbia publicity - cropped.jpg,16
Q1753290,Leftöver Crack,group,1999,United States,"LeftoverCrackliveatMTC,Cologne081806.jpg",9
Q2074465,Leib Glantz,person,1898,Israel,Memorial plaque to Leib Glantz in Tel Aviv.JPG,6
Q586994,Lennie Tristano,person,1919,United States,Lennie Tristano 1947 (Gottlieb).jpg,19
Q563386,Lenny Dee,person,1984,United States,Lennydee.jpg,8
Q705040,Leo Kottke,person,1966,United States,Leo Kottke 6-16-07 Photo by Anthony Pepitone.jpg,13
Q1548086,Leo Mattioli,person,1992,Argentina,,4
Q1276,Leonard Cohen,person,1956,Canada,Leonard Cohen concert of the 2008 tour.jpg,131
Q6525230,Leonard Dembo,person,1982,Zimbabwe,,2
Q6525874,Leonard Zhakata,person,1989,Zimbabwe,,2
Q2711953,Leonel Power,person,1370,Kingdom of England,,16
Q541493,Leonid Utyosov,person,1895,Soviet Union,Leonid Utesov with piano.jpg,26
Q236943,Lepa Brena,person,1980,Socialist Federal Republic of Yugoslavia,Lepa Brena 2007.jpg,38
Q729444,Leroy Carr,person,1905,United States,,23
Q1820469,Les Baxter,person,1922,United States,,18
Q2482652,Les Discrets,group,2003,France,Les Discrets @ Roadburn Festival 2017 03.jpg,10
Q562912,Les McCann,person,1935,United States,Les McCann.jpg,16
Q3235960,Les Têtes Brulées,group,1985,,,6
Q313596,Leslie Cheung,person,1977,Canada,Leslie Cheung at Madame Tussaud's Hong Kong - Flickr - skinnylawyer.jpg,50
Q6530807,Leslie Fish,person,1944,United States,Leslie fish DCP 0716.jpg,6
Q927112,Less Than Jake,group,1992,United States,LessThanJake.jpg,20
Q6532216,Let's Active,group,1981,United States,Mitch Easter and Suzi Ziegler.JPG,3
Q2622339,Lev Leshchenko,person,1959,Soviet Union,Лев Лещенко (29-03-2026) (cropped).jpg,27
Q123025,Level 42,group,1980,United Kingdom,Level42 indigoO2 2009 02.jpg,24
Q3161226,Leyland Kirby,person,1996,United Kingdom,,12
Q1478944,Leæther Strip,group,1988,Denmark,Leather Strip.JPG,8
Q1798055,LFO,group,1988,United Kingdom,Mark Bell (LFO) on stage in Moscow.JPG,15
Q3373883,Li Jinhui,person,1891,Republic of China,Li Jinhui.jpg,10
Q10317842,Lia de Itamaracá,person,1944,Brazil,Liadeitamaraca minc flickr.jpg,5
Q454479,Liaisons Dangereuses,group,1981,Germany,,7
Q3832108,Liege Lord,group,1982,United States,,9
Q3929644,Lieve Hugo,person,1963,Suriname,,3
Q1824505,Lifelover,group,2005,Sweden,Lifelover-Live.jpg,17
Q6545995,Light Crust Doughboys,group,1931,United States,,2
Q6546214,Light of the World,group,,United Kingdom,,1
Q435552,Lightnin' Hopkins,person,1946,United States,Lightnin' Hopkins.jpg,27
Q322502,Lightnin' Slim,person,1940,United States,,11
Q683478,Lightning Bolt,group,1994,United States,Lightning Bolt.jpg,14
Q5951242,Lil B,person,2004,United States,Lil B 2011 (cropped).png,20
Q16236029,Lil Bibby,person,2011,United States,Lil Bibby.jpg,6
Q16876006,Lil Dicky,person,2011,United States,Lil Dicky (2019).jpg,18
Q2899818,Lil Durk,person,2011,United States,Lil Durk in 2022.png,28
Q294449,Lil Jon & the East Side Boyz,person,1991,United States,Lil Jon.jpg,44
Q62591281,Lil Nas X,person,2015,United States,Lil Nas X back stage at the MTV Video Music Awards 2019.jpg,55
Q29388200,Lil Peep,person,2014,Sweden,Lil-Peep PrettyPuke Photoshoot.png,48
Q38002101,Lil Pump,person,2015,United States,Lil Pump Fillmore Auditorium (cropped).jpg,47
Q2110116,Lil Reese,person,1993,United States,,11
Q45898064,Lil Tracy,person,2012,United States,,17
Q23771950,Lil Uzi Vert,person,2010,United States,Lil Uzi Vert (2018).png,42
Q15615,Lil Wayne,person,1991,United States,Lil Wayne Feb. 2020.jpg,81
Q1824899,Lil' Keke,person,1993,United States,"Missouri City Juneteenth Celebration, TX 6-15-24, Lil' Keke.jpg",8
Q230412,Lili Boulanger,person,1893,France,Lili Boulanger 1.jpg,41
Q90872620,Lim Young-woong,person,1991,South Korea,Lim Young-woong in an ad for 구전녹용 (June 2020) (cropped).jpg,11
